rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,172394,2,1,9,candidate,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r5,r1,c1,c2,r6,r3,c3)","r1=R4;r2=R67;r3=R3;r4=R68;r5=R6;c1=int:23;c2=int:6;r6=R5;c3=int:1","benchmark_awfy_richards_opt",3014
181,9296,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | COPY_REG_REG(r6,r2)","r1=R48;r2=R61;c1=int:3;c2=int:6;r3=R53;r4=R51;c3=int:1;r5=R50;r6=R65","benchmark_awfy_richards_opt",4367
182,9294,1,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | SETTP_REG_INT(r4,c2) | CALL2_REG_FUNC_REG_REG(r5,c3,r4,r6)","r1=R45;r2=R48;c1=int:0;r3=R46;r4=R61;c2=int:256;r5=R59;c3=func@98904;r6=R49","benchmark_awfy_richards_opt",4346
183,9294,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c4,r1) | SETTP_REG_INT(r2,c5)","r1=R46;r2=R61;c1=int:3;c2=int:6;r3=R48;r4=R51;c3=int:1;r5=R45;c4=int:0;c5=int:256","benchmark_awfy_richards_opt",4338
184,8490,1,1,6,candidate,"COPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R67;r2=R13;r3=R9;r4=R68;c1=int:0;c2=label@3460","benchmark_awfy_richards_opt",3258
185,8490,1,1,9,candidate,"COPY_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r1,c1,c2,r4,r5,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r6,r4,c3,r3)","r1=R13;r2=R67;r3=R6;c1=int:23;c2=int:6;r4=R9;r5=R68;c3=int:1;r6=R3","benchmark_awfy_richards_opt",3216
186,8490,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | COPY_REG_REG(r4,r5) | IEQ_REG_REG_INT(r2,r6,c1)","r1=R3;r2=R9;c1=int:0;r3=R6;r4=R67;r5=R13;r6=R68","benchmark_awfy_richards_opt",3253
187,8490,1,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c2,c3,r2,r5,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c4,r3)","r1=R3;r2=R9;c1=int:1;r3=R6;r4=R13;c2=int:25;c3=int:6;r5=R68;c4=int:0","benchmark_awfy_richards_opt",3227
188,8487,1,1,7,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r7)","r1=R21;r2=R14;r3=R19;r4=R12;r5=R9;r6=R27;r7=R13","benchmark_awfy_richards_opt",2988
189,8487,1,1,7,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R18;r2=R15;r3=R21;r4=R14;r5=R19;r6=R12;r7=R9","benchmark_awfy_richards_opt",2985
190,6981,3,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | BR_ID(c2)","r1=R20;r2=R8;r3=R23;c1=int:0;r4=R31;c2=label@3727","benchmark_awfy_richards_opt",3659
191,6975,3,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINKBR_REG_ID(r4,c1)","r1=R52;r2=R50;r3=R49;r4=R51;c1=label@4208","benchmark_awfy_richards_opt",4105
192,5561,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_INT(r4,r3,c3)","c1=label@6989;r1=R8;r2=R10;r3=R15;c2=int:21;r4=R5;c3=int:2","benchmark_awfy_richards_opt",6961
193,5007,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3)","c1=label@3421;r1=R22;r2=R20;r3=R17;c2=int:7;r4=R8;c3=int:2","benchmark_awfy_richards_opt",3385
194,5007,1,1,5,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1)","r1=R8;r2=R20;c1=int:2;r3=R17;c2=int:7","benchmark_awfy_richards_opt",3392
195,5007,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3)","r1=R22;c1=int:0;c2=label@3421;r2=R20;r3=R17;c3=int:7","benchmark_awfy_richards_opt",3381
196,5007,1,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LOAD_REG_INT(r4,c2)","r1=R20;r2=R17;c1=int:7;r3=R8;r4=R25;c2=int:4","benchmark_awfy_richards_opt",3396
197,4992,1,1,4,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2)","r1=R23;r2=R24;c1=int:2;c2=int:53256","benchmark_awfy_richards_opt",3425
198,4992,1,1,6,candidate,"IXOR_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c3)","r1=R23;c1=int:53256;r2=R17;c2=int:7;r3=R25;c3=int:5","benchmark_awfy_richards_opt",3431
199,4992,1,1,5,candidate,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2)","r1=R24;r2=R23;c1=int:53256;r3=R17;c2=int:7","benchmark_awfy_richards_opt",3429
200,4654,1,1,6,candidate,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1)","r1=R28;r2=R67;r3=R23;r4=R1;r5=R25;c1=int:0","benchmark_awfy_richards_opt",3467
201,3140,1,1,6,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5)","c1=label@2992;r1=R21;r2=R11;r3=R10;r4=R27;r5=R13","benchmark_awfy_richards_opt",2944
202,3140,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | ICOPY_REG_REG(r4,r5)","r1=R20;r2=R18;c1=label@2992;r3=R21;r4=R11;r5=R10","benchmark_awfy_richards_opt",2941
203,2330,4,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R4;r2=R1;r3=R3;r4=R6;c1=int:24","benchmark_awfy_richards_opt",366
204,2328,2,1,8,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r5,r6,c2)","r1=R8;r2=R5;r3=R6;c1=int:1;r4=R20;r5=R22;r6=R19;c2=int:21","benchmark_awfy_richards_opt",3329
205,2327,1,1,11,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r6,r3,c2,c3,r7,r5,c4)","c1=label@3831;r1=R21;r2=R7;r3=R41;c2=int:5;c3=int:6;r4=R20;r5=R32;c4=int:1;r6=R46;r7=R6","benchmark_awfy_richards_opt",3794
206,2327,1,1,5,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r1,c2)","r1=R25;r2=R32;c1=int:0;r3=R31;c2=int:3","benchmark_awfy_richards_opt",3582
207,2327,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2)","r1=R25;c1=int:3;r2=R22;r3=R32;c2=label@3730","benchmark_awfy_richards_opt",3590
208,2327,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2)","r1=R32;c1=int:0;r2=R25;c2=int:3;r3=R22","benchmark_awfy_richards_opt",3587
209,2327,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LOAD_REG_INT(r1,c1)","r1=R32;r2=R31;r3=R23;c1=int:0;r4=R25","benchmark_awfy_richards_opt",3577
210,2327,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | BCTP_ID_REG(c2,r5)","r1=R35;r2=R36;r3=R23;c1=int:0;r4=R31;c2=label@3593;r5=R32","benchmark_awfy_richards_opt",3718
211,2327,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | BR_ID(c1)","r1=R6;r2=R46;r3=R20;r4=R5;r5=R7;c1=label@3863","benchmark_awfy_richards_opt",3822
212,2327,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r1,r2,r4,c2)","r1=R32;r2=R31;r3=R28;c1=int:14;r4=R23;c2=int:0","benchmark_awfy_richards_opt",3570
213,2325,1,1,11,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKATTR1_REG_REG_INT(r6,r3,c5)","c1=label@3990;r1=R53;r2=R50;r3=R41;c2=int:5;c3=int:6;r4=R52;r5=R32;c4=int:1;r6=R48;c5=int:17","benchmark_awfy_richards_opt",3946
214,2325,1,1,11,candidate,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c3,c4,r5,r6,c5)","r1=R53;r2=R34;c1=int:4;c2=label@3990;r3=R50;r4=R41;c3=int:5;c4=int:6;r5=R52;r6=R32;c5=int:1","benchmark_awfy_richards_opt",3942
215,2325,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R7;r2=R21;r3=R20;r4=R52;r5=R41;c1=int:14","benchmark_awfy_richards_opt",4203
216,2325,1,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | SETTP_REG_INT(r4,c1)","r1=R48;r2=R52;r3=R50;r4=R41;c1=int:256","benchmark_awfy_richards_opt",3969
217,2325,1,1,7,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c2)","r1=R20;r2=R52;r3=R41;c1=int:14;r4=R53;r5=R25;c2=int:0","benchmark_awfy_richards_opt",4206
218,2325,1,1,6,candidate,"UNLINK_REG(r1) | SETTP_REG_INT(r2,c1) | CALL2_REG_FUNC_REG_REG(r3,c2,r2,r4)","r1=R50;r2=R41;c1=int:256;r3=R38;c2=func@98904;r4=R25","benchmark_awfy_richards_opt",3972
219,1521,2,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2)","c1=label@3547;r1=R31;r2=R22;c2=int:3;r3=R28;c3=int:27","benchmark_awfy_richards_opt",3535
220,1521,2,1,5,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2)","r1=R32;c1=label@3547;r2=R31;r3=R22;c2=int:3","benchmark_awfy_richards_opt",3533
221,1164,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | BR_ID(c3)","r1=R22;c1=int:3;r2=R28;c2=int:27;c3=label@3554","benchmark_awfy_richards_opt",3538
222,1163,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3)","r1=R20;c1=int:2;r2=R28;c2=int:27;r3=R31;c3=int:15","benchmark_awfy_richards_opt",3547
223,357,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2)","r1=R28;c1=int:26;r2=R7;r3=R21;r4=R20;c2=int:65","benchmark_awfy_richards_opt",3630
224,357,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R7;c1=int:1;r2=R28;c2=int:26;r3=R21","benchmark_awfy_richards_opt",3627
225,340,1,1,7,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2)","c1=label@2169;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17","benchmark_awfy_richards_opt",2147
226,340,1,1,4,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3) | BR_ID(c1)","r1=R0;r2=R6;r3=R5;c1=label@2143","benchmark_awfy_richards_opt",2162
227,340,1,1,5,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2)","r1=R7;r2=R0;c1=int:0;c2=label@2169;r3=R1","benchmark_awfy_richards_opt",2143
228,340,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IGETUNLINK_REG_REG(r4,r3)","r1=R5;r2=R9;c1=int:17;r3=R6;r4=R0;c2=int:0","benchmark_awfy_richards_opt",2153
229,340,1,1,4,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINK_REG(r2)","r1=R6;r2=R5;r3=R0;c1=int:0","benchmark_awfy_richards_opt",2157
230,64,48,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r1,r3,c3)","r1=R4;r2=R11;c1=int:17;r3=R13;c2=int:9;r4=R12;c3=int:0","benchmark_awfy_richards_opt",479
231,64,48,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1)","r1=R13;r2=R11;c1=int:9;r3=R12;r4=R4;c2=int:0","benchmark_awfy_richards_opt",483
232,45,35,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R14","benchmark_awfy_richards_opt",487
233,16,16,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R3;r2=R6;c1=int:21;c2=int:6;r3=R4;c3=int:1","benchmark_awfy_richards_opt",351
234,13,13,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;c3=int:0","benchmark_awfy_richards_opt",376
235,12,6,1,7,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r5,r4,c2)","r1=R13;r2=R10;r3=R12;r4=R20;c1=int:15;r5=R17;c2=int:9","benchmark_awfy_richards_opt",681
236,12,4,1,9,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3)","r1=R10;r2=R14;r3=R8;r4=R12;c1=int:20;c2=int:6;r5=R13;c3=int:1;r6=R15","benchmark_awfy_richards_opt",1857
237,12,4,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r3,r4,c3)","r1=R8;r2=R12;c1=int:24;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R14;c4=int:20","benchmark_awfy_richards_opt",1849
238,12,6,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ISETUNLINKN_REG_REG_REG(r1,r4,r2)","r1=R13;r2=R12;r3=R17;c1=int:0;r4=R10","benchmark_awfy_richards_opt",674
239,12,6,1,6,candidate,"UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r2,r3,r4) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R17;r2=R13;r3=R10;r4=R12;r5=R20;c1=int:15","benchmark_awfy_richards_opt",679
240,10,10,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3)","r1=R1;r2=R4;c1=int:0;r3=R3;r4=R6;c2=int:20;c3=int:6","benchmark_awfy_richards_opt",383
241,10,10,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r4,c3)","r1=R4;r2=R3;c1=int:1;r3=R1;c2=int:0;r4=R6;c3=int:20","benchmark_awfy_richards_opt",379
242,8,6,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_INT(r1,r4,c3)","r1=R17;r2=R12;c1=int:0;r3=R4;r4=R11;c2=int:10;c3=int:9","benchmark_awfy_richards_opt",554
243,8,8,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2)","r1=R8;c1=int:2;r2=R9;c2=int:0;c3=int:1","benchmark_awfy_richards_opt",90
244,8,6,1,7,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r3,r5,c2)","r1=R13;r2=R17;r3=R12;c1=int:0;r4=R4;r5=R11;c2=int:10","benchmark_awfy_richards_opt",552
245,7,7,1,5,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1)","r1=R60;r2=R6;r3=R11;r4=R12;c1=int:9","benchmark_awfy_richards_opt",459
246,7,7,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R15;c2=int:1","benchmark_awfy_richards_opt",507
247,5,5,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r3)","r1=R10;r2=R17;r3=R60;r4=R11;r5=R20","benchmark_awfy_richards_opt",643
248,5,3,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1)","r1=R11;c1=int:9;r2=R13;r3=R4;c2=int:17","benchmark_awfy_richards_opt",475
249,5,5,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c3)","r1=R9;c1=int:-1;r2=R8;c2=int:2;c3=int:0","benchmark_awfy_richards_opt",87
250,4,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2)","r1=R9;c1=int:0;r2=R8;c2=int:26;r3=R4","benchmark_awfy_richards_opt",143
251,4,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R2;c1=int:0;r2=R1;r3=R6;c2=int:1","benchmark_awfy_richards_opt",58
252,3,1,1,8,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r1,c3,c4,r3,r4,c2)","r1=R12;c1=int:18;c2=int:1;r2=R8;c3=int:21;c4=int:6;r3=R7;r4=R13","benchmark_awfy_richards_opt",1825
253,3,3,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SETATTRS_REG_INT(r3,c2)","r1=R6;r2=R60;r3=R3;c1=int:21;c2=int:6","benchmark_awfy_richards_opt",348
254,3,1,1,8,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r2,r5,c3)","r1=R7;r2=R10;r3=R8;r4=R12;c1=int:24;c2=int:6;r5=R13;c3=int:1","benchmark_awfy_richards_opt",1843
255,3,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | RET_REG(r4)","r1=R4;r2=R6;c1=int:0;r3=R5;r4=R7;r5=R9;c2=int:9","benchmark_awfy_richards_opt",2086
256,3,3,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c1)","r1=R20;c1=int:9;r2=R12;c2=int:17;r3=R17","benchmark_awfy_richards_opt",662
257,3,1,1,6,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | ISETATTR1_REG_INT_REG(r4,c1,r5) | RET()","r1=R10;r2=R18;r3=R8;r4=R12;c1=int:22;r5=R13","benchmark_awfy_richards_opt",1905
258,3,3,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | IGETUNLINK_REG_REG(r1,r3)","r1=R4;r2=R3;c1=int:1;r3=R1;r4=R6;c2=int:22","benchmark_awfy_richards_opt",358
259,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | ISETATTR1_REG_INT_REG(r2,c4,r4)","r1=R8;r2=R12;c1=int:19;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R18;c4=int:22","benchmark_awfy_richards_opt",1897
260,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r2,c4) | IGETUNLINK_REG_REG(r3,r5)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R7;r4=R13;c3=int:1;r5=R10;c4=int:22","benchmark_awfy_richards_opt",1831
261,3,3,1,4,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1)","r1=R9;c1=int:0;r2=R8;c2=int:1","benchmark_awfy_richards_opt",94
262,3,3,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c3,r4,c4,r5)","r1=R55;c1=int:1;r2=R56;c2=int:0;r3=R49;c3=int:7;r4=R60;c4=int:256;r5=R50","benchmark_awfy_richards_opt",1676
263,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1)","r1=R51;c1=int:0;r2=R52;c2=int:5;r3=R53","benchmark_awfy_richards_opt",1616
264,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2)","r1=R52;c1=int:3000;r2=R54;c2=int:1;r3=R55","benchmark_awfy_richards_opt",1670
265,3,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R51;c1=int:3;r2=R52;c2=int:3000;r3=R54;c3=int:1","benchmark_awfy_richards_opt",1667
266,3,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R52;c1=int:5;r2=R53;c2=int:0;r3=R60;c3=int:256","benchmark_awfy_richards_opt",1619
267,3,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | IADD_REG_REG_INT(r3,r1,c2)","c1=int:18;c2=int:1;r1=R5;r2=R9;c3=int:9;r3=R6","benchmark_awfy_richards_opt",1916
268,3,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c5)","c1=int:18;c2=int:1;r1=R8;r2=R12;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_opt",1827
269,3,3,1,7,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;r4=R6;c3=int:22","benchmark_awfy_richards_opt",355
270,3,3,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2)","r1=R4;r2=R3;r3=R6;c1=int:24;c2=int:6","benchmark_awfy_richards_opt",369
271,3,1,1,9,candidate,"UNLINKN_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2)","r1=R7;r2=R8;r3=R12;c1=int:24;c2=int:6;r4=R10;r5=R13;c3=int:1;r6=R14","benchmark_awfy_richards_opt",1846
