rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,129850,2,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | IGETUNLINK_REG_REG(r4,r3) | COPY_REG_REG(r5,r1)","r1=R1;r2=R27;r3=R14;c1=int:2;r4=R3;r5=R13","benchmark_awfy_richards_opt",2853
145,9999,1,1,11,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r2,c1) | LINKATTR1_REG_REG_INT(r6,r2,c4) | SETLINKATTR1_REG_REG_INT_REG_INT(r7,r5,c2,r6,c3)","r1=R6;r2=R13;c1=int:24;c2=int:6;r3=R8;r4=R1;c3=int:1;r5=R9;r6=R5;c4=int:2;r7=R3","benchmark_awfy_richards_opt",2693
146,9999,1,1,8,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r3,c3)","c1=int:18;c2=int:1;r1=R4;r2=R13;r3=R3;r4=R14;r5=R5;c3=int:0","benchmark_awfy_richards_opt",2634
147,9999,1,1,7,candidate,"SETLINKATTR1_REG_REG_INT_REG_INT(r1,r2,c1,r3,c2) | UNLINK_REG(r3) | IGT_REG_REG_REG(r4,r5,r1) | UNLINKN_REG_REG(r1,r2)","r1=R3;r2=R9;c1=int:6;r3=R5;c2=int:1;r4=R11;r5=R8","benchmark_awfy_richards_opt",2709
148,9999,1,1,7,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r4) | BRF_ID_REG(c1,r5) | RET_REG(r6)","r1=R3;r2=R9;r3=R8;r4=R6;c1=label@2732;r5=R11;r6=R1","benchmark_awfy_richards_opt",2721
149,9999,1,1,6,candidate,"UNLINK_REG(r1) | IGT_REG_REG_REG(r2,r3,r4) | UNLINKN_REG_REG(r4,r5) | UNLINKN_REG_REG(r3,r6)","r1=R5;r2=R11;r3=R8;r4=R3;r5=R9;r6=R6","benchmark_awfy_richards_opt",2715
150,9987,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | IEQ_REG_REG_INT(r1,r4,c1) | BRF_ID_REG(c2,r1) | RET_REG(r5)","r1=R7;r2=R5;c1=int:0;r3=R6;r4=R11;c2=label@2126;r5=R10","benchmark_awfy_richards_opt",2112
151,9332,31,1,8,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r4,r5,c2) | LINKATTR1_REG_REG_INT(r1,r5,c3)","r1=R13;r2=R14;r3=R12;c1=int:0;r4=R4;r5=R11;c2=int:15;c3=int:9","benchmark_awfy_richards_opt",492
152,9308,1,1,7,candidate,"BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","c1=label@3730;r1=R22;r2=R20;r3=R28;c2=int:26;r4=R8;c3=int:1","benchmark_awfy_richards_opt",3597
153,9308,1,1,6,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R8;r2=R20;c1=int:1;r3=R28;c2=int:26;r4=R21","benchmark_awfy_richards_opt",3604
154,9308,1,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISUB_REG_REG_INT(r3,r1,c2) | IEQ_REG_REG_INT(r2,r4,c3)","r1=R20;r2=R21;c1=int:65;r3=R31;c2=int:1;r4=R32;c3=int:0","benchmark_awfy_richards_opt",3638
155,9308,1,1,9,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r4,r5,c2) | IADD_REG_REG_INT(r6,r4,c3)","r1=R22;r2=R32;r3=R25;c1=label@3730;r4=R20;r5=R28;c2=int:26;r6=R8;c3=int:1","benchmark_awfy_richards_opt",3593
156,9308,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IGT_REG_REG_INT(r4,r3,c1) | UNLINK_REG(r3)","r1=R28;c1=int:26;r2=R8;r3=R21;r4=R20","benchmark_awfy_richards_opt",3610
157,9308,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | ISUB_REG_REG_INT(r4,r3,c3)","r1=R21;r2=R28;c1=int:26;r3=R20;c2=int:65;r4=R31;c3=int:1","benchmark_awfy_richards_opt",3634
158,9308,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1) | BRF_ID_REG(c2,r3)","r1=R21;r2=R28;c1=int:26;r3=R20;c2=label@3634","benchmark_awfy_richards_opt",3614
159,9308,1,1,5,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1) | IGT_REG_REG_INT(r1,r4,c1)","r1=R20;r2=R28;c1=int:26;r3=R8;r4=R21","benchmark_awfy_richards_opt",3608
160,9308,1,1,7,candidate,"UNLINK_REG(r1) | ISUB_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r1,r4,c2) | BRF_ID_REG(c3,r1)","r1=R21;r2=R31;r3=R20;c1=int:1;r4=R32;c2=int:0;c3=label@3670","benchmark_awfy_richards_opt",3642
161,9304,4,1,10,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r6,c4)","r1=R7;r2=R32;c1=int:1;c2=label@3692;r3=R5;r4=R28;c3=int:11;r5=R6;r6=R23;c4=int:0","benchmark_awfy_richards_opt",3670
162,9302,7,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R11;r2=R60;r3=R12;c1=int:9;r4=R13;c2=int:1","benchmark_awfy_richards_opt",462
163,9302,5,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LINKATTR1_REG_REG_INT(r4,r3,c3)","r1=R13;r2=R12;c1=int:1;r3=R11;c2=int:9;r4=R4;c3=int:17","benchmark_awfy_richards_opt",469
164,9300,1,1,10,candidate,"IADD_REG_REG_INT(r1,r2,c1) | ISETUNLINKN_REG_REG_REG(r3,r1,r4) | SETTP_REG_INT(r5,c2) | CALL2_REG_FUNC_REG_REG(r6,c3,r5,r7)","r1=R51;r2=R34;c1=int:1;r3=R53;r4=R52;r5=R41;c2=int:256;r6=R40;c3=func@98904;r7=R33","benchmark_awfy_richards_opt",4217
165,9300,1,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | IEQ_REG_REG_INT(r1,r5,c1)","r1=R53;r2=R50;r3=R49;r4=R51;r5=R34;c1=int:0","benchmark_awfy_richards_opt",4072
166,9300,1,1,11,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c1,c2,r6,r7,c3) | IGETUNLINK_REG_REG(r8,r6) | UNLINK_REG(r4)","r1=R45;r2=R3;r3=R43;r4=R51;r5=R41;c1=int:5;c2=int:6;r6=R53;r7=R32;c3=int:1;r8=R25","benchmark_awfy_richards_opt",3859
167,9300,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IADD_REG_REG_INT(r5,r6,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1)","r1=R52;r2=R41;c1=int:14;r3=R53;r4=R25;c2=int:0;r5=R51;r6=R34;c3=int:1","benchmark_awfy_richards_opt",4208
168,9300,4,1,10,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c3) | MINLINKATTR1_REG_REG_REG_INT(r6,r5,r7,c2)","r1=R51;r2=R41;c1=int:14;r3=R52;r4=R33;c2=int:0;r5=R49;c3=int:10;r6=R50;r7=R25","benchmark_awfy_richards_opt",4087
169,9300,1,1,9,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IADD_REG_REG_INT(r4,r5,c2) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | SETTP_REG_INT(r6,c3)","r1=R53;r2=R52;r3=R25;c1=int:0;r4=R51;r5=R34;c2=int:1;r6=R41;c3=int:256","benchmark_awfy_richards_opt",4212
170,9300,4,1,9,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r7,c1) | IGETUNLINK_REG_REG(r1,r6)","r1=R52;r2=R51;r3=R33;c1=int:0;r4=R49;r5=R41;c2=int:10;r6=R50;r7=R25","benchmark_awfy_richards_opt",4091
171,9300,1,1,13,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r6,r7,c1,c2,r8,r9,c3) | IGETUNLINK_REG_REG(r10,r8)","r1=R42;r2=R52;r3=R45;r4=R3;r5=R43;r6=R51;r7=R41;c1=int:5;c2=int:6;r8=R53;r9=R32;c3=int:1;r10=R25","benchmark_awfy_richards_opt",3856
172,9300,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | IEQ_REG_REG_INT(r2,r4,c1) | BRF_ID_REG(c2,r2)","r1=R49;r2=R53;r3=R51;r4=R34;c1=int:0;c2=label@4114","benchmark_awfy_richards_opt",4075
173,9297,2,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3) | COPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r1)","r1=R18;r2=R20;r3=R22;r4=R17;r5=R19;r6=R14","benchmark_awfy_richards_opt",3352
174,9297,2,1,9,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r4,r1,c3) | SETLINKATTR1_REG_REG_INT_REG_INT(r5,r3,c1,r4,c4)","r1=R19;c1=int:6;r2=R5;r3=R20;c2=int:19;r4=R8;c3=int:2;r5=R6;c4=int:1","benchmark_awfy_richards_opt",3311
175,9297,2,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETLINKATTR1_REG_REG_INT_REG_INT(r3,r4,c2,r1,c3) | UNLINK_REG(r1) | IGETUNLINK_REG_REG(r5,r3)","r1=R21;r2=R19;c1=int:2;r3=R20;r4=R22;c2=int:6;c3=int:1;r5=R18","benchmark_awfy_richards_opt",3340
176,9297,2,1,6,candidate,"SETLINKATTR1_REG_REG_INT_REG_INT(r1,r2,c1,r3,c2) | UNLINK_REG(r3) | IGETUNLINK_REG_REG(r4,r1) | UNLINK_REG(r2)","r1=R20;r2=R22;c1=int:6;r3=R21;c2=int:1;r4=R18","benchmark_awfy_richards_opt",3344
177,9297,2,1,6,candidate,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r2)","r1=R22;r2=R17;r3=R19;r4=R14;r5=R18;r6=R67","benchmark_awfy_richards_opt",3355
178,9297,2,1,6,candidate,"UNLINK_REG(r1) | IGETUNLINK_REG_REG(r2,r3) | UNLINK_REG(r4) | COPY_REG_REG(r5,r6)","r1=R21;r2=R18;r3=R20;r4=R22;r5=R17;r6=R19","benchmark_awfy_richards_opt",3350
179,9297,2,1,8,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | LINKATTR1_REG_REG_INT(r5,r2,c3)","r1=R6;r2=R19;c1=int:6;r3=R5;r4=R20;c2=int:19;r5=R8;c3=int:2","benchmark_awfy_richards_opt",3309
180,9296,1,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | SETLINKATTR1_REG_REG_INT_REG_INT(r2,r3,c4,r5,c1)","r1=R46;r2=R49;c1=int:1;r3=R47;r4=R65;c2=int:21;r5=R53;c3=int:2;c4=int:6","benchmark_awfy_richards_opt",4412
181,9296,1,1,8,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r4,r5) | LINKATTR1_REG_REG_INT(r6,r4,c1) | IADD_REG_REG_INT(r3,r6,c2)","r1=R53;r2=R50;r3=R48;r4=R65;r5=R61;r6=R49;c1=int:6;c2=int:1","benchmark_awfy_richards_opt",4375
182,9296,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | COPY_REG_REG(r6,r2) | LINKATTR1_REG_REG_INT(r7,r6,c2)","r1=R48;r2=R61;c1=int:3;c2=int:6;r3=R53;r4=R51;c3=int:1;r5=R50;r6=R65;r7=R49","benchmark_awfy_richards_opt",4367
183,9296,1,1,8,candidate,"SETLINKATTR1_REG_REG_INT_REG_INT(r1,r2,c1,r3,c2) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r5,c3)","r1=R49;r2=R47;c1=int:6;r3=R53;c2=int:1;r4=R46;r5=R65;c3=int:21","benchmark_awfy_richards_opt",4404
184,9294,1,1,13,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c4,r1) | SETTP_REG_INT(r2,c5) | CALL2_REG_FUNC_REG_REG(r6,c6,r2,r7)","r1=R46;r2=R61;c1=int:3;c2=int:6;r3=R48;r4=R51;c3=int:1;r5=R45;c4=int:0;c5=int:256;r6=R59;c6=func@98904;r7=R49","benchmark_awfy_richards_opt",4338
185,8490,1,1,10,candidate,"COPY_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r1,c1,c2,r4,r5,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r6,r4,c3,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r1,c4,c2,r4,r5,c3)","r1=R13;r2=R67;r3=R6;c1=int:23;c2=int:6;r4=R9;r5=R68;c3=int:1;r6=R3;c4=int:25","benchmark_awfy_richards_opt",3216
186,8490,1,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | COPY_REG_REG(r4,r5) | IEQ_REG_REG_INT(r2,r6,c1) | BRF_ID_REG(c2,r2)","r1=R3;r2=R9;c1=int:0;r3=R6;r4=R67;r5=R13;r6=R68;c2=label@3460","benchmark_awfy_richards_opt",3253
187,8490,1,1,10,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c2,c3,r2,r5,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c4,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c5,c3,r2,r5,c1)","r1=R3;r2=R9;c1=int:1;r3=R6;r4=R13;c2=int:25;c3=int:6;r5=R68;c4=int:0;c5=int:19","benchmark_awfy_richards_opt",3227
188,8490,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c3,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c5,r1)","r1=R6;r2=R13;c1=int:23;c2=int:6;r3=R9;r4=R68;c3=int:1;r5=R3;c4=int:25;c5=int:0","benchmark_awfy_richards_opt",3219
189,8490,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c4,r1) | COPY_REG_REG(r6,r2) | IEQ_REG_REG_INT(r3,r4,c4)","r1=R6;r2=R13;c1=int:19;c2=int:6;r3=R9;r4=R68;c3=int:1;r5=R3;c4=int:0;r6=R67","benchmark_awfy_richards_opt",3245
190,8487,1,1,8,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r7) | ICOPY_REG_REG(r8,r4)","r1=R21;r2=R14;r3=R19;r4=R12;r5=R9;r6=R27;r7=R13;r8=R25","benchmark_awfy_richards_opt",2988
191,8487,1,1,9,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | ICOPY_REG_REG(r6,r7) | COPY_REG_REG(r8,r9)","r1=R18;r2=R15;r3=R21;r4=R14;r5=R19;r6=R12;r7=R9;r8=R27;r9=R13","benchmark_awfy_richards_opt",2985
192,6981,3,1,9,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2)","c1=label@3670;r1=R21;r2=R8;r3=R28;c2=int:10;r4=R20;r5=R23;c3=int:0;r6=R31","benchmark_awfy_richards_opt",3652
193,6981,3,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | BR_ID(c3)","r1=R8;r2=R28;c1=int:10;r3=R20;r4=R23;c2=int:0;r5=R31;c3=label@3727","benchmark_awfy_richards_opt",3655
194,6975,3,1,10,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c3) | LINKATTR1_REG_REG_INT(r6,r3,c4)","c1=label@4114;r1=R53;r2=R51;r3=R41;c2=int:14;r4=R52;r5=R33;c3=int:0;r6=R49;c4=int:10","benchmark_awfy_richards_opt",4084
195,6975,3,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IGETUNLINK_REG_REG(r4,r1) | UNLINKN_REG_REG(r2,r4) | UNLINKBR_REG_ID(r5,c2)","r1=R50;r2=R49;r3=R25;c1=int:0;r4=R52;r5=R51;c2=label@4208","benchmark_awfy_richards_opt",4100
196,5561,1,1,10,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_INT(r4,r3,c3) | SETLINKATTR1_REG_REG_INT_REG_INT(r5,r2,c4,r4,c5)","c1=label@6989;r1=R8;r2=R10;r3=R15;c2=int:21;r4=R5;c3=int:2;r5=R2;c4=int:6;c5=int:1","benchmark_awfy_richards_opt",6961
197,5561,1,1,10,candidate,"ICOPY_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r5,r1,c3) | BRF_ID_REG(c4,r5) | LOAD_REG_INT(r6,c3)","r1=R5;r2=R4;r3=R7;r4=R6;c1=int:19;c2=int:6;r5=R2;c3=int:1;c4=label@6908;r6=R9","benchmark_awfy_richards_opt",6886
198,5561,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | BRF_ID_REG(c4,r3) | LOAD_REG_INT(r5,c3) | ICOPY_REG_REG(r6,r5)","r1=R7;r2=R6;c1=int:19;c2=int:6;r3=R2;r4=R5;c3=int:1;c4=label@6908;r5=R9;r6=R8","benchmark_awfy_richards_opt",6889
199,5007,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","c1=label@3421;r1=R22;r2=R20;r3=R17;c2=int:7;r4=R8;c3=int:2","benchmark_awfy_richards_opt",3385
200,5007,1,1,7,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LOAD_REG_INT(r4,c3)","r1=R8;r2=R20;c1=int:2;r3=R17;c2=int:7;r4=R25;c3=int:4","benchmark_awfy_richards_opt",3392
201,5007,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3) | IDIV_REG_REG_INT(r4,r2,c4)","r1=R22;c1=int:0;c2=label@3421;r2=R20;r3=R17;c3=int:7;r4=R8;c4=int:2","benchmark_awfy_richards_opt",3381
202,5007,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3)","r1=R20;r2=R17;c1=int:7;r3=R8;c2=int:2","benchmark_awfy_richards_opt",3388
203,5007,1,1,7,candidate,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R23;r2=R22;c1=int:0;c2=label@3421;r3=R20;r4=R17;c3=int:7","benchmark_awfy_richards_opt",3379
204,5007,1,1,7,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LOAD_REG_INT(r4,c2) | SETTP_REG_INT(r2,c3)","r1=R20;r2=R17;c1=int:7;r3=R8;r4=R25;c2=int:4;c3=int:256","benchmark_awfy_richards_opt",3396
205,4992,1,1,6,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2) | ISETATTR1_REG_INT_REG(r3,c3,r1)","r1=R23;r2=R24;c1=int:2;c2=int:53256;r3=R17;c3=int:7","benchmark_awfy_richards_opt",3425
206,4992,1,1,7,candidate,"IXOR_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r2,c4)","r1=R23;c1=int:53256;r2=R17;c2=int:7;r3=R25;c3=int:5;c4=int:256","benchmark_awfy_richards_opt",3431
207,4992,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IXOR_REG_REG_INT(r3,r3,c3)","r1=R24;r2=R17;c1=int:7;r3=R23;c2=int:2;c3=int:53256","benchmark_awfy_richards_opt",3421
208,4992,1,1,7,candidate,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2) | LOAD_REG_INT(r4,c3)","r1=R24;r2=R23;c1=int:53256;r3=R17;c2=int:7;r4=R25;c3=int:5","benchmark_awfy_richards_opt",3429
209,4654,1,1,8,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | IEQ_REG_REG_INT(r6,r4,c2)","c1=label@3748;r1=R24;r2=R28;r3=R67;r4=R23;r5=R1;r6=R25;c2=int:0","benchmark_awfy_richards_opt",3464
210,4654,1,1,7,candidate,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R28;r2=R67;r3=R23;r4=R1;r5=R25;c1=int:0;c2=label@3525","benchmark_awfy_richards_opt",3467
211,4654,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R24;r2=R68;c1=int:1;c2=label@3748;r3=R28;r4=R67;r5=R23;r6=R1","benchmark_awfy_richards_opt",3460
212,4652,2,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r6,c1)","r1=R21;r2=R32;c1=int:0;c2=label@3670;r3=R8;r4=R28;c3=int:10;r5=R20;r6=R23","benchmark_awfy_richards_opt",3648
213,3140,1,1,7,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r2)","c1=label@2992;r1=R21;r2=R11;r3=R10;r4=R27;r5=R13;r6=R25","benchmark_awfy_richards_opt",2944
214,3140,1,1,8,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | ICOPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r7)","r1=R20;r2=R18;c1=label@2992;r3=R21;r4=R11;r5=R10;r6=R27;r7=R13","benchmark_awfy_richards_opt",2941
215,3140,1,1,8,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r4) | BRF_ID_REG(c1,r5) | ICOPY_REG_REG(r6,r7)","r1=R16;r2=R14;r3=R20;r4=R18;c1=label@2992;r5=R21;r6=R11;r7=R10","benchmark_awfy_richards_opt",2938
216,2330,4,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINKN_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r4,r2,c2)","r1=R1;r2=R6;c1=int:22;r3=R4;r4=R3;c2=int:24","benchmark_awfy_richards_opt",362
217,2328,2,1,9,candidate,"SETLINKATTR1_REG_REG_INT_REG_INT(r1,r2,c1,r3,c2) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2) | LINKATTR1_REG_REG_INT(r5,r6,c3)","r1=R6;r2=R20;c1=int:6;r3=R8;c2=int:1;r4=R5;r5=R22;r6=R19;c3=int:21","benchmark_awfy_richards_opt",3323
218,2327,1,1,12,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r6,r3,c2,c3,r7,r5,c4) | SETTP_REG_INT(r3,c5)","c1=label@3831;r1=R21;r2=R7;r3=R41;c2=int:5;c3=int:6;r4=R20;r5=R32;c4=int:1;r6=R46;r7=R6;c5=int:256","benchmark_awfy_richards_opt",3794
