ledger_id,pattern_id,revision,role,normalized_pattern,window,dynamic_count,entry_count,workload_count,site_observations,max_sites_per_entry,module_observations,max_modules_per_entry,modes,optimized_occurrence,unoptimized_occurrence,entries,workloads,rxseq_statuses,example_module,example_start,evidence_links,semantic_review_status,opcode_effect_completeness,opcode_effects,control_flow_risk,liveness_risk,alias_risk,reference_risk,exception_risk,interrupt_risk,likely_owner,proposed_lowering,prerequisite,measured_disposition,status,selected,selection_reason
seq-4-2969403874@nr05-6a064499f327-rxseq-schema4,seq-4-2969403874,nr05-6a064499f327-rxseq-schema4,historical,"IMOD_REG_REG_INT(r1,r1,c1) | BSETU8_REG_REG_REG(r2,r3,r1) | INC_REG(r3) | BR_ID(c2)",4,1024,1,1,1,1,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,benchmark_base64_roundtrip_noopt,374,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,IMOD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BSETU8_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_ALL;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; INC_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BR_ID[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-3146788158@nr05-6a064499f327-rxseq-schema4,seq-4-3146788158,nr05-6a064499f327-rxseq-schema4,historical,"IMULT_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r1,r1,c2) | IMOD_REG_REG_INT(r1,r1,c3) | BSETU8_REG_REG_REG(r3,r2,r1)",4,2048,2,1,2,1,2,1,noopt;opt,yes,yes,base64-noopt;base64-opt,base64,over_3_symbols,benchmark_base64_roundtrip_noopt,366,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq,mechanical-complete,complete,IMULT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IADD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IMOD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BSETU8_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_ALL;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],no,needs-proof,no,no,yes,needs-proof,compiler-or-rxas,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-2406337432@nr05-6a064499f327-rxseq-schema4,seq-4-2406337432,nr05-6a064499f327-rxseq-schema4,historical,"ICOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | BRESIZE_REG_REG(r4,r1) | BLEN_REG_REG(r3,r4)",4,2001,2,1,3,2,2,1,noopt;opt,yes,yes,base64-noopt;base64-opt,base64,over_3_symbols,binary,799,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq,mechanical-complete,complete,ICOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRESIZE_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BLEN_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],no,needs-proof,no,no,yes,needs-proof,compiler-or-rxas,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-3279745596@nr05-6a064499f327-rxseq-schema4,seq-4-3279745596,nr05-6a064499f327-rxseq-schema4,historical,"LOAD_REG_INT(r1,c1) | BRESIZE_REG_REG(r2,r3) | BLEN_REG_REG(r1,r2) | RET_REG(r1)",4,1001,1,1,1,1,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,binary,802,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRESIZE_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BLEN_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; RET_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_RETURN],yes,needs-proof,no,no,yes,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-2799343804@nr05-6a064499f327-rxseq-schema4,seq-4-2799343804,nr05-6a064499f327-rxseq-schema4,historical,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | ICOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c3)",4,1001,1,1,1,1,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,binary,795,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,SETNUMCAS_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMSTD_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; ICOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-219563321@nr05-6a064499f327-rxseq-schema4,seq-4-219563321,nr05-6a064499f327-rxseq-schema4,historical,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | ICOPY_REG_REG(r1,r2)",4,1001,1,1,1,1,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,binary,793,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,SETNUMFRM_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMCAS_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMSTD_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; ICOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-714353412@nr05-6a064499f327-rxseq-schema4,seq-4-714353412,nr05-6a064499f327-rxseq-schema4,historical,"SETNUMSTD_INT(c1) | ICOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c2) | BRESIZE_REG_REG(r4,r1)",4,1001,1,1,1,1,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,binary,797,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,SETNUMSTD_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; ICOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRESIZE_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],no,needs-proof,no,no,yes,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-485929357@nr05-6a064499f327-rxseq-schema4,seq-4-485929357,nr05-6a064499f327-rxseq-schema4,historical,"LOAD_REG_INT(r1,c1) | SWAP_REG_REG(r2,r3) | SWAP_REG_REG(r4,r5) | CALL_REG_FUNC_REG(r6,c2,r1)",4,1000,1,1,2,2,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,benchmark_base64_roundtrip_noopt,438,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SWAP_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_12;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SWAP_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_12;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; CALL_REG_FUNC_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_3;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_LOCAL_RANGE_AFTER_OP3;S=RXOP_SEM_CALL | RXOP_SEM_MAY_THROW | RXOP_SEM_OPAQUE],yes,needs-proof,no,no,yes,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-1368996163@nr05-6a064499f327-rxseq-schema4,seq-4-1368996163,nr05-6a064499f327-rxseq-schema4,historical,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | NULL_REG(r1) | LOAD_REG_STRING(r2,c2)",4,1000,1,1,2,2,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,benchmark_base64_roundtrip_noopt,396,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,SETNUMCAS_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMSTD_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-752950447@nr05-6a064499f327-rxseq-schema4,seq-4-752950447,nr05-6a064499f327-rxseq-schema4,historical,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | BCOPY_REG_REG(r2,r1)",4,502,1,1,2,2,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,binary,6,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,SETNUMCAS_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMSTD_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; BRTPANDT_ID_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],yes,needs-proof,no,no,yes,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-3139610020@nr05-6a064499f327-rxseq-schema4,seq-4-3139610020,nr05-6a064499f327-rxseq-schema4,historical,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | BRTPANDT_ID_REG_INT(c3,r1,c4)",4,510,3,2,4,2,3,1,noopt;opt,yes,yes,base64-noopt;rexxcps-noopt;rexxcps-opt,base64;rexxcps,over_3_symbols,binary,4,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,SETNUMFRM_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMCAS_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMSTD_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; BRTPANDT_ID_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,no,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-426586054@nr05-6a064499f327-rxseq-schema4,seq-4-426586054,nr05-6a064499f327-rxseq-schema4,historical,"SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | BCOPY_REG_REG(r2,r1) | BR_ID(c4)",4,502,1,1,2,2,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,binary,8,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,SETNUMSTD_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; BRTPANDT_ID_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BR_ID[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,yes,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-3058219909@nr05-6a064499f327-rxseq-schema4,seq-4-3058219909,nr05-6a064499f327-rxseq-schema4,historical,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2) | IDIV_REG_REG_INT(r1,r3,c3) | IMULT_REG_REG_INT(r1,r1,c4)",4,1000,2,1,2,1,2,1,noopt;opt,yes,yes,base64-noopt;base64-opt,base64,over_3_symbols,benchmark_base64_roundtrip_noopt,780,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq,mechanical-complete,complete,BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; IADD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IDIV_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IMULT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-2245065929@nr05-6a064499f327-rxseq-schema4,seq-4-2245065929,nr05-6a064499f327-rxseq-schema4,historical,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2) | ISUB_REG_REG_INT(r3,r4,c2) | LOAD_REG_INT(r5,c2)",4,500,1,1,1,1,1,1,noopt,no,yes,base64-noopt,base64,over_3_symbols,benchmark_base64_roundtrip_noopt,740,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; IADD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; ISUB_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-1788088043@nr05-6a064499f327-rxseq-schema4,seq-4-1788088043,nr05-6a064499f327-rxseq-schema4,historical,"BSETU8_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r4,c1) | IADD_REG_REG_INT(r5,r5,c2) | BR_ID(c3)",4,1000,2,1,2,1,2,1,noopt;opt,yes,yes,base64-noopt;base64-opt,base64,over_3_symbols,benchmark_base64_roundtrip_noopt,634,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq,mechanical-complete,complete,BSETU8_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_ALL;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IADD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IADD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BR_ID[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-2910231119@nr05-6a064499f327-rxseq-schema4,seq-4-2910231119,nr05-6a064499f327-rxseq-schema4,historical,"ENDLIFE_REG(r1) | BCOPY_REG_REG(r2,r3) | BINTOS_REG(r2) | RET_REG(r2)",4,500,1,1,1,1,1,1,noopt,no,yes,base64-noopt,base64,candidate,benchmark_base64_roundtrip_noopt,662,performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq,mechanical-complete,complete,ENDLIFE_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_REFERENCE_RELEASE | RXOP_SEM_LIFETIME_END | RXOP_SEM_MAY_THROW | RXOP_SEM_OPAQUE]; BCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BINTOS_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; RET_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_RETURN],yes,needs-proof,no,yes,yes,high,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
