vm,opcode,class,family,components,component_count,terminal_transition,coherence_shape,side_effect_policy,review_bar,producer,handler_shape,candidate_count,saved_dispatches,baseline_macro_count,baseline_macro_average_ns,candidate_macro_total_ns,candidate_macro_average_ns,baseline_component_average_ns,estimated_baseline_handler_total_ns,handler_delta_ns,handler_delta_percent,baseline_terminal_transition_average_ns,candidate_terminal_transition_average_ns,estimated_baseline_full_average_ns,candidate_full_average_ns,estimated_baseline_full_total_ns,candidate_full_total_ns,full_delta_ns,full_delta_percent,candidate_profile_total_ns,full_delta_share_ppm,candidate_macro_time_share_percent,component_averages_below_timer_min,candidate_macro_below_timer_min,profile_signal,observation_band,calculation_status,missing_components,timer_read_min_ns,baseline_instruction_count,candidate_instruction_count,temporary_register_policy
rxbvm,LINKSETATTRSADD_REG_REG_INT_INT_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_INT;SETATTRS_REG_INT;IADD_REG_REG_INT,3,sequential,link-capacity-and-index,exact-effects,coherence-review,rxc-combiner,validate-link-capacity-and-checked-add,0,0,0,0.000000,0,0.000000,38.850427,0.000,0.000,-100.000000,10.756429,10.914233,71.119713,10.914233,0.000,0.000,0.000,-84.653717,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_INT;SETATTRS_REG_INT;IADD_REG_REG_INT;LINKATTR1_REG_REG_REG,4,sequential,link-capacity-index-and-link,compiler-temp-elided,normal,rxc-combiner,validate-link-capacity-checked-add-and-link,0,0,0,0.000000,0,0.000000,52.159841,0.000,0.000,-100.000000,10.756429,10.914233,95.185557,10.914233,0.000,0.000,0.000,-88.533730,1222388750,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,SETATTRSADD_REG_INT_REG_REG_INT,2,attribute-index-link,SETATTRS_REG_INT;IADD_REG_REG_INT,2,sequential,capacity-and-index,exact-effects,coherence-review,rxc-combiner,set-capacity-and-checked-add,0,0,0,0.000000,0,0.000000,25.883625,0.000,0.000,-100.000000,10.756429,10.914233,47.396483,10.914233,0.000,0.000,0.000,-76.972484,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,LINKILOAD_REG_REG_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_REG;LOAD_REG_INT,2,sequential,independent-bundle,exact-effects,clear-advantage-required,rxc-combiner,validate-link-and-set-int,0,0,0,0.000000,0,0.000000,25.531901,0.000,0.000,-100.000000,10.756429,10.914233,47.044759,10.914233,0.000,0.000,0.000,-76.800322,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SETLINKILOAD_REG_REG_INT_REG_REG_INT,2,attribute-index-link,SETATTRS_REG_INT;LINKATTR1_REG_REG_REG;LOAD_REG_INT,3,sequential,independent-bundle,exact-effects,clear-advantage-required,rxc-combiner,capacity-validate-link-and-set-int,0,0,0,0.000000,0,0.000000,39.173256,0.000,0.000,-100.000000,10.756429,10.914233,71.442542,10.914233,0.000,0.000,0.000,-84.723062,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,UNLINKLINKATTR1_REG_REG_REG_INT,2,attribute-index-link,UNLINK_REG;LINKATTR1_REG_REG_INT,2,sequential,cleanup-and-link,exact-effects,normal,rxc-combiner,restore-validate-and-link,15,15,0,0.000000,791,52.733333,25.440233,381.603,409.397,107.283221,10.756429,10.914233,46.953090,63.647566,704.296,954.713,250.417,35.555648,1222388750,0.204859,0.000065,2,0,possible-slowdown,1-99,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,LINKATTR1ADD_REG_REG_REG_INT,2,attribute-index-link,IADD_REG_REG_INT;LINKATTR1_REG_REG_REG,2,sequential,index-and-link,compiler-temp-elided,normal,rxc-combiner,checked-add-validate-and-link,0,0,0,0.000000,0,0.000000,25.551685,0.000,0.000,-100.000000,10.756429,10.914233,47.064543,10.914233,0.000,0.000,0.000,-76.810074,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,ISETATTR1_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_REG;LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG,4,sequential,direct-attribute-write,compiler-temp-elided,normal,rxc-direct,direct-register-indexed-constant-write,0,0,0,0.000000,0,0.000000,50.432706,0.000,0.000,-100.000000,10.756429,10.914233,93.458422,10.914233,0.000,0.000,0.000,-88.321831,1222388750,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,STOIATTR1_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_INT;STOI_REG;ICOPY_REG_REG;UNLINK_REG,4,sequential,direct-attribute-conversion,compiler-temp-elided,normal,rxc-combiner,direct-string-attribute-conversion,0,0,0,0.000000,0,0.000000,72.654055,0.000,0.000,-100.000000,10.756429,10.914233,115.679770,10.914233,0.000,0.000,0.000,-90.565133,1222388750,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,MINSTOIATTR1_REG_REG_INT,2,attribute-index-link,MINATTRS_REG_INT;LINKATTR1_REG_REG_INT;STOI_REG;ICOPY_REG_REG;UNLINK_REG,5,sequential,direct-attribute-conversion,compiler-temp-elided,normal,rxc-direct-or-combiner,capacity-and-direct-string-attribute-conversion,1,4,0,0.000000,2042,2042.000000,87.734403,87.734,1954.266,2227.479217,10.756429,10.914233,141.516548,2052.914233,141.517,2052.914,1911.398,1350.653133,1222388750,1.563658,0.000167,5,0,possible-slowdown,1-99,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,ILOADSETUNLINK_REG_REG_INT,2,unlink-cleanup,LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG,3,sequential,constant-store-and-cleanup,trace-temp-preserved,clear-advantage-required,rxc-combiner,set-int-copy-and-restore,0,0,0,0.000000,0,0.000000,37.123292,0.000,0.000,-100.000000,10.756429,10.914233,69.392579,10.914233,0.000,0.000,0.000,-84.271758,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,trace-temporary-register-passed
rxbvm,ILOADSETUNLINKN_REG_REG_INT_REG,2,unlink-cleanup,LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG;UNLINK_REG,4,sequential,constant-store-and-cleanup,trace-temp-preserved,clear-advantage-required,rxc-combiner,set-int-copy-and-two-restores,15,45,0,0.000000,750,50.000000,49.596723,743.951,6.049,0.813113,10.756429,10.914233,92.622438,60.914233,1389.337,913.713,-475.623,-34.233827,1222388750,-0.389093,0.000061,4,0,indicated-saving,1-99,complete,,41,17746177,16220865,trace-temporary-register-passed
rxbvm,LINKILOADSETUNLINK_REG_REG_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_REG;LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG,4,sequential,direct-attribute-write,trace-temp-preserved,clear-advantage-required,rxc-combiner,validate-link-set-int-copy-and-restore,0,0,0,0.000000,0,0.000000,50.432706,0.000,0.000,-100.000000,10.756429,10.914233,93.458422,10.914233,0.000,0.000,0.000,-88.321831,1222388750,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746177,16220865,trace-temporary-register-passed
