rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,862469,46,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2)","r1=R8;c1=int:6;r2=R9;r3=R13;c2=int:1;r4=R7","benchmark_awfy_richards_noopt",935
216,2,2,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | CONCAT_REG_REG_REG(r1,r1,r2)","r1=R11;c1=string@13512;r2=R2","benchmark_awfy_richards_noopt",196
217,2,2,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | RET_REG(r1)","c1=int:1;r1=R1;r2=R3;c2=int:18","benchmark_awfy_richards_noopt",893
218,1,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | MINATTRS_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c2)","c1=label@50;r1=R5;r2=R0;c2=int:1;r3=R6","benchmark_awfy_richards_noopt",33
219,1,1,1,5,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | BR_ID(c3)","c1=label@19;r1=R13;c2=int:512;r2=R0;c3=label@22","benchmark_awfy_richards_noopt",10
220,1,1,1,6,over_3_symbols,"BRT_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","c1=label@184;r1=R4;r2=R8;c2=int:0;r3=R5;c3=func@9328","benchmark_awfy_richards_noopt",85
221,1,1,1,4,over_3_symbols,"BTOI_REG(r1) | IEQ_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R6;r2=R9;c1=int:0;c2=label@180","benchmark_awfy_richards_noopt",143
222,1,1,1,3,candidate,"CONCAT_REG_REG_REG(r1,r1,r2) | SAY_REG(r1) | SAY_STRING(c1)","r1=R11;r2=R1;c1=string@14240","benchmark_awfy_richards_noopt",212
223,1,1,1,4,over_3_symbols,"CONCAT_REG_REG_REG(r1,r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r3)","r1=R11;r2=R2;c1=string@13808;r3=R1","benchmark_awfy_richards_noopt",202
224,1,1,1,5,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3)","r1=R11;c1=string@13352;r2=R3;c2=string@13512;r3=R2","benchmark_awfy_richards_noopt",192
225,1,1,1,3,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3)","r1=R7;r2=R6;r3=R5","benchmark_awfy_richards_noopt",184
226,1,1,1,3,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ITOS_REG(r3)","r1=R6;r2=R5;r3=R3","benchmark_awfy_richards_noopt",186
227,1,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2)","r1=R5;r2=R3;r3=R11;c1=string@13352","benchmark_awfy_richards_noopt",188
228,1,1,1,5,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1)","r1=R5;r2=R0;c1=int:0;c2=int:1;c3=label@50","benchmark_awfy_richards_noopt",25
229,1,1,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET_REG(r3)","r1=R3;r2=R2;r3=R0","benchmark_awfy_richards_noopt",379
230,1,1,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | ILT_REG_REG_INT(r2,r1,c1)","r1=R3;r2=R6;c1=int:1","benchmark_awfy_richards_noopt",45
231,1,1,1,4,over_3_symbols,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINATTRS_REG_INT(r2,c1)","r1=R5;c1=int:1;c2=label@50;r2=R0","benchmark_awfy_richards_noopt",29
232,1,1,1,6,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2)","r1=R4;r2=R7;r3=R3;c1=label@184;r4=R8;c2=int:0","benchmark_awfy_richards_noopt",81
233,1,1,1,2,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r2,r1) | SAY_REG(r2)","r1=R1;r2=R11","benchmark_awfy_richards_noopt",210
234,1,1,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r2,r1) | SCONCAT_REG_REG_STRING(r2,r2,c1)","r1=R2;r2=R11;c1=string@13808","benchmark_awfy_richards_noopt",200
235,1,1,1,4,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2)","r1=R3;r2=R11;c1=string@13352;c2=string@13512","benchmark_awfy_richards_noopt",190
236,1,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | ICOPY_REG_REG(r3,r1)","r1=R6;r2=R0;c1=int:1;r3=R3","benchmark_awfy_richards_noopt",39
237,1,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1)","r1=R3;c1=int:1;r2=R5;r3=R0;c2=int:0","benchmark_awfy_richards_noopt",22
238,1,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2)","r1=R7;c1=int:1;r2=R4;r3=R3;c2=label@184","benchmark_awfy_richards_noopt",78
239,1,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4)","r1=R1;c1=int:0;r2=R7;c2=int:1;r3=R4;r4=R3","benchmark_awfy_richards_noopt",75
240,1,1,1,3,candidate,"MINATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c1) | STOI_REG(r2)","r1=R0;c1=int:1;r2=R6","benchmark_awfy_richards_noopt",36
241,1,1,1,3,candidate,"SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R11;c1=string@14240;c2=int:0","benchmark_awfy_richards_noopt",216
242,1,1,1,4,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | SETNUMDGTS_INT(c3)","r1=R0;c1=int:28;c2=string@56;c3=int:18","benchmark_awfy_richards_noopt",240
243,1,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3)","c1=int:1;c2=label@19;r1=R13;c3=int:512","benchmark_awfy_richards_noopt",6
244,1,1,1,2,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1)","c1=int:1;r1=R2","benchmark_awfy_richards_noopt",252
245,1,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | COPY_REG_REG(r2,r1)","c1=int:1;c2=label@19;r1=R13;c3=int:512;r2=R0","benchmark_awfy_richards_noopt",8
246,1,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1) | ISUB_REG_INT_REG(r2,c2,r1)","c1=int:1;r1=R2;r2=R3;c2=int:0","benchmark_awfy_richards_noopt",254
247,1,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | LOAD_REG_INT(r2,c2)","c1=int:1;r1=R4;c2=int:0;r2=R5","benchmark_awfy_richards_noopt",396
248,1,1,1,4,over_3_symbols,"SETOBJTYPE_REG_STRING(r1,c1) | SETNUMDGTS_INT(c2) | SETNUMFUZ_INT(c3)","r1=R0;c1=string@56;c2=int:18;c3=int:0","benchmark_awfy_richards_noopt",243
249,1,1,1,2,candidate,"STOI_REG(r1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r1)","r1=R6;r2=R3","benchmark_awfy_richards_noopt",43
250,1,1,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | BTOI_REG(r3) | IEQ_REG_REG_INT(r2,r3,c1)","r1=R5;r2=R9;r3=R6;c1=int:0","benchmark_awfy_richards_noopt",140
251,1,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | INE_REG_REG_INT(r3,r2,c2)","r1=R17;r2=R9;c1=int:18;r3=R8;c2=int:23246","benchmark_awfy_richards_noopt",839
252,1,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R17;r2=R6;r3=R8;c1=int:1;r4=R9","benchmark_awfy_richards_noopt",454
253,1,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r3,r1,c2)","r1=R2;r2=R13;c1=int:2;r3=R1;c2=int:0","benchmark_awfy_richards_noopt",4148
254,1,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISUB_REG_INT_REG(r1,c2,r2)","r1=R1;r2=R2;c1=int:1;c2=int:0","benchmark_awfy_richards_noopt",270
