vm	comparison	loop_count	padding_cells	process_run	pair	order	current_us	alternative_us	delta_us	delta_per_call_ns	alternative_delta_percent
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	2	2	current-first	2550	2462	-88	-0.176000	-3.450980
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	2	3	alternative-first	2516	2468	-48	-0.096000	-1.907790
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	2	4	current-first	2531	2512	-19	-0.038000	-0.750691
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	2	1	alternative-first	2580	2515	-65	-0.130000	-2.519380
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	2	2	current-first	2686	2570	-116	-0.232000	-4.318690
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	2	3	alternative-first	2586	2494	-92	-0.184000	-3.557618
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	2	4	current-first	2555	2555	0	0.000000	+0.000000
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	3	1	alternative-first	2614	2602	-12	-0.024000	-0.459067
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	3	2	current-first	2575	2602	27	0.054000	+1.048544
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	3	3	alternative-first	2632	2548	-84	-0.168000	-3.191489
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	3	4	current-first	2570	2513	-57	-0.114000	-2.217899
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	3	1	alternative-first	2778	2496	-282	-0.564000	-10.151188
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	3	2	current-first	2685	2580	-105	-0.210000	-3.910615
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	3	3	alternative-first	2872	2581	-291	-0.582000	-10.132312
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	3	4	current-first	2909	2556	-353	-0.706000	-12.134754
rxbvm	SETLINKILOAD_PROMOTION	500000	0	1	1	alternative-first	2417	2236	-181	-0.362000	-7.488622
rxbvm	SETLINKILOAD_PROMOTION	500000	0	1	2	current-first	2527	2233	-294	-0.588000	-11.634349
rxbvm	SETLINKILOAD_PROMOTION	500000	0	1	3	alternative-first	2400	2323	-77	-0.154000	-3.208333
rxbvm	SETLINKILOAD_PROMOTION	500000	0	1	4	current-first	2446	2262	-184	-0.368000	-7.522486
rxvm	SETLINKILOAD_PROMOTION	500000	0	1	1	alternative-first	2236	2099	-137	-0.274000	-6.127013
rxvm	SETLINKILOAD_PROMOTION	500000	0	1	2	current-first	2218	2077	-141	-0.282000	-6.357078
rxvm	SETLINKILOAD_PROMOTION	500000	0	1	3	alternative-first	2237	2079	-158	-0.316000	-7.063031
rxvm	SETLINKILOAD_PROMOTION	500000	0	1	4	current-first	2210	2161	-49	-0.098000	-2.217195
rxvm	SETLINKILOAD_PROMOTION	500000	0	2	1	alternative-first	2462	2067	-395	-0.790000	-16.043867
rxvm	SETLINKILOAD_PROMOTION	500000	0	2	2	current-first	2410	2083	-327	-0.654000	-13.568465
rxvm	SETLINKILOAD_PROMOTION	500000	0	2	3	alternative-first	2311	2079	-232	-0.464000	-10.038944
rxvm	SETLINKILOAD_PROMOTION	500000	0	2	4	current-first	2303	2073	-230	-0.460000	-9.986974
rxbvm	SETLINKILOAD_PROMOTION	500000	0	2	1	alternative-first	2397	2239	-158	-0.316000	-6.591573
rxbvm	SETLINKILOAD_PROMOTION	500000	0	2	2	current-first	2411	2240	-171	-0.342000	-7.092493
rxbvm	SETLINKILOAD_PROMOTION	500000	0	2	3	alternative-first	2395	2293	-102	-0.204000	-4.258873
rxbvm	SETLINKILOAD_PROMOTION	500000	0	2	4	current-first	2398	2251	-147	-0.294000	-6.130108
rxbvm	SETLINKILOAD_PROMOTION	500000	0	3	1	alternative-first	2543	2290	-253	-0.506000	-9.948879
rxbvm	SETLINKILOAD_PROMOTION	500000	0	3	2	current-first	2455	2262	-193	-0.386000	-7.861507
rxbvm	SETLINKILOAD_PROMOTION	500000	0	3	3	alternative-first	2403	2255	-148	-0.296000	-6.158968
rxbvm	SETLINKILOAD_PROMOTION	500000	0	3	4	current-first	2535	2247	-288	-0.576000	-11.360947
rxvm	SETLINKILOAD_PROMOTION	500000	0	3	1	alternative-first	2473	2194	-279	-0.558000	-11.281844
rxvm	SETLINKILOAD_PROMOTION	500000	0	3	2	current-first	2405	2197	-208	-0.416000	-8.648649
rxvm	SETLINKILOAD_PROMOTION	500000	0	3	3	alternative-first	2315	2197	-118	-0.236000	-5.097192
rxvm	SETLINKILOAD_PROMOTION	500000	0	3	4	current-first	2376	2345	-31	-0.062000	-1.304714
rxbvm	SETLINKILOAD_PROMOTION	500000	8	1	1	alternative-first	2410	2238	-172	-0.344000	-7.136929
rxbvm	SETLINKILOAD_PROMOTION	500000	8	1	2	current-first	2504	2265	-239	-0.478000	-9.544728
rxbvm	SETLINKILOAD_PROMOTION	500000	8	1	3	alternative-first	2403	2254	-149	-0.298000	-6.200583
rxbvm	SETLINKILOAD_PROMOTION	500000	8	1	4	current-first	2408	2240	-168	-0.336000	-6.976744
rxvm	SETLINKILOAD_PROMOTION	500000	8	1	1	alternative-first	2212	2086	-126	-0.252000	-5.696203
rxvm	SETLINKILOAD_PROMOTION	500000	8	1	2	current-first	2209	2083	-126	-0.252000	-5.703938
rxvm	SETLINKILOAD_PROMOTION	500000	8	1	3	alternative-first	2258	2081	-177	-0.354000	-7.838795
rxvm	SETLINKILOAD_PROMOTION	500000	8	1	4	current-first	2236	2086	-150	-0.300000	-6.708408
rxvm	SETLINKILOAD_PROMOTION	500000	8	2	1	alternative-first	2227	2295	68	0.136000	+3.053435
rxvm	SETLINKILOAD_PROMOTION	500000	8	2	2	current-first	2287	2201	-86	-0.172000	-3.760385
rxvm	SETLINKILOAD_PROMOTION	500000	8	2	3	alternative-first	2216	2070	-146	-0.292000	-6.588448
rxvm	SETLINKILOAD_PROMOTION	500000	8	2	4	current-first	2230	2096	-134	-0.268000	-6.008969
rxbvm	SETLINKILOAD_PROMOTION	500000	8	2	1	alternative-first	2406	2223	-183	-0.366000	-7.605985
rxbvm	SETLINKILOAD_PROMOTION	500000	8	2	2	current-first	2522	2292	-230	-0.460000	-9.119746
rxbvm	SETLINKILOAD_PROMOTION	500000	8	2	3	alternative-first	2387	2256	-131	-0.262000	-5.488060
rxbvm	SETLINKILOAD_PROMOTION	500000	8	2	4	current-first	2408	2248	-160	-0.320000	-6.644518
rxbvm	SETLINKILOAD_PROMOTION	500000	8	3	1	alternative-first	2427	2221	-206	-0.412000	-8.487845
rxbvm	SETLINKILOAD_PROMOTION	500000	8	3	2	current-first	2385	2245	-140	-0.280000	-5.870021
rxbvm	SETLINKILOAD_PROMOTION	500000	8	3	3	alternative-first	2477	2280	-197	-0.394000	-7.953169
rxbvm	SETLINKILOAD_PROMOTION	500000	8	3	4	current-first	2410	2251	-159	-0.318000	-6.597510
rxvm	SETLINKILOAD_PROMOTION	500000	8	3	1	alternative-first	2316	2235	-81	-0.162000	-3.497409
rxvm	SETLINKILOAD_PROMOTION	500000	8	3	2	current-first	2417	2313	-104	-0.208000	-4.302855
rxvm	SETLINKILOAD_PROMOTION	500000	8	3	3	alternative-first	2430	2309	-121	-0.242000	-4.979424
rxvm	SETLINKILOAD_PROMOTION	500000	8	3	4	current-first	2351	2226	-125	-0.250000	-5.316886
rxbvm	SETLINKILOAD_PROMOTION	500000	4	1	1	alternative-first	2529	2237	-292	-0.584000	-11.546066
rxbvm	SETLINKILOAD_PROMOTION	500000	4	1	2	current-first	2431	2219	-212	-0.424000	-8.720691
rxbvm	SETLINKILOAD_PROMOTION	500000	4	1	3	alternative-first	2406	2223	-183	-0.366000	-7.605985
rxbvm	SETLINKILOAD_PROMOTION	500000	4	1	4	current-first	2425	2237	-188	-0.376000	-7.752577
rxvm	SETLINKILOAD_PROMOTION	500000	4	1	1	alternative-first	2219	2079	-140	-0.280000	-6.309148
rxvm	SETLINKILOAD_PROMOTION	500000	4	1	2	current-first	2233	2309	76	0.152000	+3.403493
rxvm	SETLINKILOAD_PROMOTION	500000	4	1	3	alternative-first	2235	2076	-159	-0.318000	-7.114094
rxvm	SETLINKILOAD_PROMOTION	500000	4	1	4	current-first	2256	2086	-170	-0.340000	-7.535461
rxvm	SETLINKILOAD_PROMOTION	500000	4	2	1	alternative-first	2257	2131	-126	-0.252000	-5.582632
rxvm	SETLINKILOAD_PROMOTION	500000	4	2	2	current-first	2242	2106	-136	-0.272000	-6.066012
rxvm	SETLINKILOAD_PROMOTION	500000	4	2	3	alternative-first	2199	2294	95	0.190000	+4.320146
rxvm	SETLINKILOAD_PROMOTION	500000	4	2	4	current-first	2382	2077	-305	-0.610000	-12.804366
rxbvm	SETLINKILOAD_PROMOTION	500000	4	2	1	alternative-first	2535	2230	-305	-0.610000	-12.031558
rxbvm	SETLINKILOAD_PROMOTION	500000	4	2	2	current-first	2440	2261	-179	-0.358000	-7.336066
rxbvm	SETLINKILOAD_PROMOTION	500000	4	2	3	alternative-first	2458	2258	-200	-0.400000	-8.136697
rxbvm	SETLINKILOAD_PROMOTION	500000	4	2	4	current-first	2446	2249	-197	-0.394000	-8.053966
rxbvm	SETLINKILOAD_PROMOTION	500000	4	3	1	alternative-first	2390	2239	-151	-0.302000	-6.317992
rxbvm	SETLINKILOAD_PROMOTION	500000	4	3	2	current-first	2392	2291	-101	-0.202000	-4.222408
rxbvm	SETLINKILOAD_PROMOTION	500000	4	3	3	alternative-first	2389	2269	-120	-0.240000	-5.023022
rxbvm	SETLINKILOAD_PROMOTION	500000	4	3	4	current-first	2398	2223	-175	-0.350000	-7.297748
rxvm	SETLINKILOAD_PROMOTION	500000	4	3	1	alternative-first	2190	2058	-132	-0.264000	-6.027397
rxvm	SETLINKILOAD_PROMOTION	500000	4	3	2	current-first	2189	2058	-131	-0.262000	-5.984468
rxvm	SETLINKILOAD_PROMOTION	500000	4	3	3	alternative-first	2190	2057	-133	-0.266000	-6.073059
rxvm	SETLINKILOAD_PROMOTION	500000	4	3	4	current-first	2234	2117	-117	-0.234000	-5.237243
rxbvm	SETLINKILOAD_PROMOTION	500000	12	1	1	alternative-first	2470	2360	-110	-0.220000	-4.453441
rxbvm	SETLINKILOAD_PROMOTION	500000	12	1	2	current-first	2503	2272	-231	-0.462000	-9.228925
rxbvm	SETLINKILOAD_PROMOTION	500000	12	1	3	alternative-first	2473	2265	-208	-0.416000	-8.410837
rxbvm	SETLINKILOAD_PROMOTION	500000	12	1	4	current-first	2545	2338	-207	-0.414000	-8.133595
rxvm	SETLINKILOAD_PROMOTION	500000	12	1	1	alternative-first	2307	2091	-216	-0.432000	-9.362809
rxvm	SETLINKILOAD_PROMOTION	500000	12	1	2	current-first	2454	2100	-354	-0.708000	-14.425428
rxvm	SETLINKILOAD_PROMOTION	500000	12	1	3	alternative-first	2238	2088	-150	-0.300000	-6.702413
rxvm	SETLINKILOAD_PROMOTION	500000	12	1	4	current-first	2219	2083	-136	-0.272000	-6.128887
rxvm	SETLINKILOAD_PROMOTION	500000	12	2	1	alternative-first	2199	2440	241	0.482000	+10.959527
rxvm	SETLINKILOAD_PROMOTION	500000	12	2	2	current-first	2221	2203	-18	-0.036000	-0.810446
rxvm	SETLINKILOAD_PROMOTION	500000	12	2	3	alternative-first	2227	2201	-26	-0.052000	-1.167490
rxvm	SETLINKILOAD_PROMOTION	500000	12	2	4	current-first	2262	2082	-180	-0.360000	-7.957560
rxbvm	SETLINKILOAD_PROMOTION	500000	12	2	1	alternative-first	2431	2290	-141	-0.282000	-5.800082
rxbvm	SETLINKILOAD_PROMOTION	500000	12	2	2	current-first	2465	2244	-221	-0.442000	-8.965517
rxbvm	SETLINKILOAD_PROMOTION	500000	12	2	3	alternative-first	2425	2245	-180	-0.360000	-7.422680
rxbvm	SETLINKILOAD_PROMOTION	500000	12	2	4	current-first	2466	2314	-152	-0.304000	-6.163828
rxbvm	SETLINKILOAD_PROMOTION	500000	12	3	1	alternative-first	2412	2225	-187	-0.374000	-7.752902
rxbvm	SETLINKILOAD_PROMOTION	500000	12	3	2	current-first	2483	2227	-256	-0.512000	-10.310109
rxbvm	SETLINKILOAD_PROMOTION	500000	12	3	3	alternative-first	2420	2222	-198	-0.396000	-8.181818
rxbvm	SETLINKILOAD_PROMOTION	500000	12	3	4	current-first	2418	2222	-196	-0.392000	-8.105873
rxvm	SETLINKILOAD_PROMOTION	500000	12	3	1	alternative-first	2212	2099	-113	-0.226000	-5.108499
rxvm	SETLINKILOAD_PROMOTION	500000	12	3	2	current-first	2222	2201	-21	-0.042000	-0.945095
rxvm	SETLINKILOAD_PROMOTION	500000	12	3	3	alternative-first	2266	2201	-65	-0.130000	-2.868491
rxvm	SETLINKILOAD_PROMOTION	500000	12	3	4	current-first	2229	2123	-106	-0.212000	-4.755496
rxbvm	SETLINKILOAD_PROMOTION	500000	2	1	1	alternative-first	2390	2258	-132	-0.264000	-5.523013
rxbvm	SETLINKILOAD_PROMOTION	500000	2	1	2	current-first	2387	2254	-133	-0.266000	-5.571848
rxbvm	SETLINKILOAD_PROMOTION	500000	2	1	3	alternative-first	2397	2239	-158	-0.316000	-6.591573
rxbvm	SETLINKILOAD_PROMOTION	500000	2	1	4	current-first	2457	2241	-216	-0.432000	-8.791209
rxvm	SETLINKILOAD_PROMOTION	500000	2	1	1	alternative-first	2326	2097	-229	-0.458000	-9.845228
rxvm	SETLINKILOAD_PROMOTION	500000	2	1	2	current-first	2314	2194	-120	-0.240000	-5.185825
rxvm	SETLINKILOAD_PROMOTION	500000	2	1	3	alternative-first	2309	2082	-227	-0.454000	-9.831096
rxvm	SETLINKILOAD_PROMOTION	500000	2	1	4	current-first	2313	2111	-202	-0.404000	-8.733247
rxvm	SETLINKILOAD_PROMOTION	500000	2	2	1	alternative-first	2199	2082	-117	-0.234000	-5.320600
rxvm	SETLINKILOAD_PROMOTION	500000	2	2	2	current-first	2202	2062	-140	-0.280000	-6.357856
rxvm	SETLINKILOAD_PROMOTION	500000	2	2	3	alternative-first	2193	2134	-59	-0.118000	-2.690378
rxvm	SETLINKILOAD_PROMOTION	500000	2	2	4	current-first	2195	2093	-102	-0.204000	-4.646925
rxbvm	SETLINKILOAD_PROMOTION	500000	2	2	1	alternative-first	2389	2255	-134	-0.268000	-5.609041
rxbvm	SETLINKILOAD_PROMOTION	500000	2	2	2	current-first	2436	2241	-195	-0.390000	-8.004926
rxbvm	SETLINKILOAD_PROMOTION	500000	2	2	3	alternative-first	2388	2254	-134	-0.268000	-5.611390
rxbvm	SETLINKILOAD_PROMOTION	500000	2	2	4	current-first	2496	2287	-209	-0.418000	-8.373397
rxbvm	SETLINKILOAD_PROMOTION	500000	2	3	1	alternative-first	2494	2303	-191	-0.382000	-7.658380
rxbvm	SETLINKILOAD_PROMOTION	500000	2	3	2	current-first	2431	2241	-190	-0.380000	-7.815714
rxbvm	SETLINKILOAD_PROMOTION	500000	2	3	3	alternative-first	2410	2241	-169	-0.338000	-7.012448
rxbvm	SETLINKILOAD_PROMOTION	500000	2	3	4	current-first	2406	2273	-133	-0.266000	-5.527847
rxvm	SETLINKILOAD_PROMOTION	500000	2	3	1	alternative-first	2220	2094	-126	-0.252000	-5.675676
rxvm	SETLINKILOAD_PROMOTION	500000	2	3	2	current-first	2240	2079	-161	-0.322000	-7.187500
rxvm	SETLINKILOAD_PROMOTION	500000	2	3	3	alternative-first	2354	2232	-122	-0.244000	-5.182668
rxvm	SETLINKILOAD_PROMOTION	500000	2	3	4	current-first	2311	2084	-227	-0.454000	-9.822588
rxbvm	SETLINKILOAD_PROMOTION	500000	10	1	1	alternative-first	2406	2228	-178	-0.356000	-7.398171
rxbvm	SETLINKILOAD_PROMOTION	500000	10	1	2	current-first	2432	2221	-211	-0.422000	-8.675987
rxbvm	SETLINKILOAD_PROMOTION	500000	10	1	3	alternative-first	2530	2223	-307	-0.614000	-12.134387
rxbvm	SETLINKILOAD_PROMOTION	500000	10	1	4	current-first	2466	2223	-243	-0.486000	-9.854015
rxvm	SETLINKILOAD_PROMOTION	500000	10	1	1	alternative-first	2201	2254	53	0.106000	+2.407996
rxvm	SETLINKILOAD_PROMOTION	500000	10	1	2	current-first	2206	2069	-137	-0.274000	-6.210335
rxvm	SETLINKILOAD_PROMOTION	500000	10	1	3	alternative-first	2200	2071	-129	-0.258000	-5.863636
rxvm	SETLINKILOAD_PROMOTION	500000	10	1	4	current-first	2219	2111	-108	-0.216000	-4.867057
rxvm	SETLINKILOAD_PROMOTION	500000	10	2	1	alternative-first	2217	2194	-23	-0.046000	-1.037438
rxvm	SETLINKILOAD_PROMOTION	500000	10	2	2	current-first	2300	2112	-188	-0.376000	-8.173913
rxvm	SETLINKILOAD_PROMOTION	500000	10	2	3	alternative-first	2214	2091	-123	-0.246000	-5.555556
rxvm	SETLINKILOAD_PROMOTION	500000	10	2	4	current-first	2222	2087	-135	-0.270000	-6.075608
rxbvm	SETLINKILOAD_PROMOTION	500000	10	2	1	alternative-first	2395	2238	-157	-0.314000	-6.555324
rxbvm	SETLINKILOAD_PROMOTION	500000	10	2	2	current-first	2392	2251	-141	-0.282000	-5.894649
rxbvm	SETLINKILOAD_PROMOTION	500000	10	2	3	alternative-first	2477	2221	-256	-0.512000	-10.335083
rxbvm	SETLINKILOAD_PROMOTION	500000	10	2	4	current-first	2502	2220	-282	-0.564000	-11.270983
rxbvm	SETLINKILOAD_PROMOTION	500000	10	3	1	alternative-first	2416	2291	-125	-0.250000	-5.173841
rxbvm	SETLINKILOAD_PROMOTION	500000	10	3	2	current-first	2417	2236	-181	-0.362000	-7.488622
rxbvm	SETLINKILOAD_PROMOTION	500000	10	3	3	alternative-first	2411	2218	-193	-0.386000	-8.004977
rxbvm	SETLINKILOAD_PROMOTION	500000	10	3	4	current-first	2431	2280	-151	-0.302000	-6.211436
rxvm	SETLINKILOAD_PROMOTION	500000	10	3	1	alternative-first	2207	2083	-124	-0.248000	-5.618487
rxvm	SETLINKILOAD_PROMOTION	500000	10	3	2	current-first	2260	2189	-71	-0.142000	-3.141593
rxvm	SETLINKILOAD_PROMOTION	500000	10	3	3	alternative-first	2339	2091	-248	-0.496000	-10.602822
rxvm	SETLINKILOAD_PROMOTION	500000	10	3	4	current-first	2319	2093	-226	-0.452000	-9.745580
rxbvm	SETLINKILOAD_PROMOTION	500000	6	1	1	alternative-first	2392	2224	-168	-0.336000	-7.023411
rxbvm	SETLINKILOAD_PROMOTION	500000	6	1	2	current-first	2438	2286	-152	-0.304000	-6.234619
rxbvm	SETLINKILOAD_PROMOTION	500000	6	1	3	alternative-first	2418	2236	-182	-0.364000	-7.526882
rxbvm	SETLINKILOAD_PROMOTION	500000	6	1	4	current-first	2424	2226	-198	-0.396000	-8.168317
rxvm	SETLINKILOAD_PROMOTION	500000	6	1	1	alternative-first	2210	2087	-123	-0.246000	-5.565611
rxvm	SETLINKILOAD_PROMOTION	500000	6	1	2	current-first	2228	2083	-145	-0.290000	-6.508079
rxvm	SETLINKILOAD_PROMOTION	500000	6	1	3	alternative-first	2215	2091	-124	-0.248000	-5.598194
rxvm	SETLINKILOAD_PROMOTION	500000	6	1	4	current-first	2287	2102	-185	-0.370000	-8.089200
rxvm	SETLINKILOAD_PROMOTION	500000	6	2	1	alternative-first	2431	2116	-315	-0.630000	-12.957631
rxvm	SETLINKILOAD_PROMOTION	500000	6	2	2	current-first	2312	2076	-236	-0.472000	-10.207612
rxvm	SETLINKILOAD_PROMOTION	500000	6	2	3	alternative-first	2203	2063	-140	-0.280000	-6.354970
rxvm	SETLINKILOAD_PROMOTION	500000	6	2	4	current-first	2222	2066	-156	-0.312000	-7.020702
rxbvm	SETLINKILOAD_PROMOTION	500000	6	2	1	alternative-first	2466	2218	-248	-0.496000	-10.056772
rxbvm	SETLINKILOAD_PROMOTION	500000	6	2	2	current-first	2440	2231	-209	-0.418000	-8.565574
rxbvm	SETLINKILOAD_PROMOTION	500000	6	2	3	alternative-first	2415	2284	-131	-0.262000	-5.424431
rxbvm	SETLINKILOAD_PROMOTION	500000	6	2	4	current-first	2412	2238	-174	-0.348000	-7.213930
rxbvm	SETLINKILOAD_PROMOTION	500000	6	3	1	alternative-first	2551	2271	-280	-0.560000	-10.976088
rxbvm	SETLINKILOAD_PROMOTION	500000	6	3	2	current-first	2546	2222	-324	-0.648000	-12.725844
rxbvm	SETLINKILOAD_PROMOTION	500000	6	3	3	alternative-first	2549	2244	-305	-0.610000	-11.965477
rxbvm	SETLINKILOAD_PROMOTION	500000	6	3	4	current-first	2533	2272	-261	-0.522000	-10.303987
rxvm	SETLINKILOAD_PROMOTION	500000	6	3	1	alternative-first	2205	2076	-129	-0.258000	-5.850340
rxvm	SETLINKILOAD_PROMOTION	500000	6	3	2	current-first	2310	2076	-234	-0.468000	-10.129870
rxvm	SETLINKILOAD_PROMOTION	500000	6	3	3	alternative-first	2195	2067	-128	-0.256000	-5.831435
rxvm	SETLINKILOAD_PROMOTION	500000	6	3	4	current-first	2189	2298	109	0.218000	+4.979443
rxbvm	SETLINKILOAD_PROMOTION	500000	14	1	1	alternative-first	2416	2245	-171	-0.342000	-7.077815
rxbvm	SETLINKILOAD_PROMOTION	500000	14	1	2	current-first	2479	2278	-201	-0.402000	-8.108108
rxbvm	SETLINKILOAD_PROMOTION	500000	14	1	3	alternative-first	2393	2222	-171	-0.342000	-7.145842
rxbvm	SETLINKILOAD_PROMOTION	500000	14	1	4	current-first	2413	2221	-192	-0.384000	-7.956900
rxvm	SETLINKILOAD_PROMOTION	500000	14	1	1	alternative-first	2313	2313	0	0.000000	+0.000000
rxvm	SETLINKILOAD_PROMOTION	500000	14	1	2	current-first	2257	2195	-62	-0.124000	-2.747009
rxvm	SETLINKILOAD_PROMOTION	500000	14	1	3	alternative-first	2287	2102	-185	-0.370000	-8.089200
rxvm	SETLINKILOAD_PROMOTION	500000	14	1	4	current-first	2306	2087	-219	-0.438000	-9.496964
rxvm	SETLINKILOAD_PROMOTION	500000	14	2	1	alternative-first	2216	2249	33	0.066000	+1.489170
rxvm	SETLINKILOAD_PROMOTION	500000	14	2	2	current-first	2220	2089	-131	-0.262000	-5.900901
rxvm	SETLINKILOAD_PROMOTION	500000	14	2	3	alternative-first	2195	2093	-102	-0.204000	-4.646925
rxvm	SETLINKILOAD_PROMOTION	500000	14	2	4	current-first	2240	2100	-140	-0.280000	-6.250000
rxbvm	SETLINKILOAD_PROMOTION	500000	14	2	1	alternative-first	2420	2249	-171	-0.342000	-7.066116
rxbvm	SETLINKILOAD_PROMOTION	500000	14	2	2	current-first	2536	2276	-260	-0.520000	-10.252366
rxbvm	SETLINKILOAD_PROMOTION	500000	14	2	3	alternative-first	2400	2260	-140	-0.280000	-5.833333
rxbvm	SETLINKILOAD_PROMOTION	500000	14	2	4	current-first	2417	2236	-181	-0.362000	-7.488622
rxbvm	SETLINKILOAD_PROMOTION	500000	14	3	1	alternative-first	2409	2233	-176	-0.352000	-7.305936
rxbvm	SETLINKILOAD_PROMOTION	500000	14	3	2	current-first	2407	2244	-163	-0.326000	-6.771915
rxbvm	SETLINKILOAD_PROMOTION	500000	14	3	3	alternative-first	2480	2250	-230	-0.460000	-9.274194
rxbvm	SETLINKILOAD_PROMOTION	500000	14	3	4	current-first	2415	2219	-196	-0.392000	-8.115942
rxvm	SETLINKILOAD_PROMOTION	500000	14	3	1	alternative-first	2552	2206	-346	-0.692000	-13.557994
rxvm	SETLINKILOAD_PROMOTION	500000	14	3	2	current-first	2543	2094	-449	-0.898000	-17.656311
rxvm	SETLINKILOAD_PROMOTION	500000	14	3	3	alternative-first	2554	2077	-477	-0.954000	-18.676586
rxvm	SETLINKILOAD_PROMOTION	500000	14	3	4	current-first	2474	2307	-167	-0.334000	-6.750202
rxvm	SETLINKILOAD_PROMOTION	500000	1	1	1	alternative-first	2342	2102	-240	-0.480000	-10.247652
rxvm	SETLINKILOAD_PROMOTION	500000	1	1	2	current-first	2321	2309	-12	-0.024000	-0.517019
rxvm	SETLINKILOAD_PROMOTION	500000	1	1	3	alternative-first	2219	2327	108	0.216000	+4.867057
rxvm	SETLINKILOAD_PROMOTION	500000	1	1	4	current-first	2252	2077	-175	-0.350000	-7.770870
rxbvm	SETLINKILOAD_PROMOTION	500000	1	1	1	alternative-first	2417	2232	-185	-0.370000	-7.654117
rxbvm	SETLINKILOAD_PROMOTION	500000	1	1	2	current-first	2434	2311	-123	-0.246000	-5.053410
rxbvm	SETLINKILOAD_PROMOTION	500000	1	1	3	alternative-first	2426	2318	-108	-0.216000	-4.451772
rxbvm	SETLINKILOAD_PROMOTION	500000	1	1	4	current-first	2425	2266	-159	-0.318000	-6.556701
rxbvm	SETLINKILOAD_PROMOTION	500000	1	2	1	alternative-first	2525	2304	-221	-0.442000	-8.752475
rxbvm	SETLINKILOAD_PROMOTION	500000	1	2	2	current-first	2534	2517	-17	-0.034000	-0.670876
rxbvm	SETLINKILOAD_PROMOTION	500000	1	2	3	alternative-first	2428	2278	-150	-0.300000	-6.177924
rxbvm	SETLINKILOAD_PROMOTION	500000	1	2	4	current-first	2428	2297	-131	-0.262000	-5.395387
rxvm	SETLINKILOAD_PROMOTION	500000	1	2	1	alternative-first	2322	2139	-183	-0.366000	-7.881137
rxvm	SETLINKILOAD_PROMOTION	500000	1	2	2	current-first	2324	2077	-247	-0.494000	-10.628227
rxvm	SETLINKILOAD_PROMOTION	500000	1	2	3	alternative-first	2275	2070	-205	-0.410000	-9.010989
rxvm	SETLINKILOAD_PROMOTION	500000	1	2	4	current-first	2213	2150	-63	-0.126000	-2.846814
rxvm	SETLINKILOAD_PROMOTION	500000	1	3	1	alternative-first	2322	2267	-55	-0.110000	-2.368648
rxvm	SETLINKILOAD_PROMOTION	500000	1	3	2	current-first	2295	2198	-97	-0.194000	-4.226580
rxvm	SETLINKILOAD_PROMOTION	500000	1	3	3	alternative-first	2191	2101	-90	-0.180000	-4.107713
rxvm	SETLINKILOAD_PROMOTION	500000	1	3	4	current-first	2191	2142	-49	-0.098000	-2.236422
rxbvm	SETLINKILOAD_PROMOTION	500000	1	3	1	alternative-first	2671	2298	-373	-0.746000	-13.964807
rxbvm	SETLINKILOAD_PROMOTION	500000	1	3	2	current-first	2463	2243	-220	-0.440000	-8.932197
rxbvm	SETLINKILOAD_PROMOTION	500000	1	3	3	alternative-first	2483	2464	-19	-0.038000	-0.765203
rxbvm	SETLINKILOAD_PROMOTION	500000	1	3	4	current-first	2409	2257	-152	-0.304000	-6.309672
rxvm	SETLINKILOAD_PROMOTION	500000	9	1	1	alternative-first	5764	5667	-97	-0.194000	-1.682859
rxvm	SETLINKILOAD_PROMOTION	500000	9	1	2	current-first	2714	2132	-582	-1.164000	-21.444363
rxvm	SETLINKILOAD_PROMOTION	500000	9	1	3	alternative-first	2284	2157	-127	-0.254000	-5.560420
rxvm	SETLINKILOAD_PROMOTION	500000	9	1	4	current-first	2360	2603	243	0.486000	+10.296610
rxbvm	SETLINKILOAD_PROMOTION	500000	9	1	1	alternative-first	2534	2383	-151	-0.302000	-5.958958
rxbvm	SETLINKILOAD_PROMOTION	500000	9	1	2	current-first	2413	2235	-178	-0.356000	-7.376709
rxbvm	SETLINKILOAD_PROMOTION	500000	9	1	3	alternative-first	2474	2225	-249	-0.498000	-10.064673
rxbvm	SETLINKILOAD_PROMOTION	500000	9	1	4	current-first	2415	2288	-127	-0.254000	-5.258799
rxbvm	SETLINKILOAD_PROMOTION	500000	9	2	1	alternative-first	2476	2283	-193	-0.386000	-7.794830
rxbvm	SETLINKILOAD_PROMOTION	500000	9	2	2	current-first	2582	2216	-366	-0.732000	-14.175058
