rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,106953,2,1,5,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r2,r1,c1) | UNLINKN_REG_REG(r1,r3) | BRF_ID_REG(c2,r2)","r1=R2;r2=R5;c1=int:0;r3=R3;c2=label@1250","benchmark_awfy_richards_noopt",1233
142,9300,1,1,10,candidate,"IADD_REG_REG_INT(r1,r2,c1) | ISETUNLINKN_REG_REG_REG(r3,r1,r4) | SETTP_REG_INT(r5,c2) | CALL2_REG_FUNC_REG_REG(r6,c3,r5,r7)","r1=R25;r2=R0;c1=int:1;r3=R27;r4=R26;r5=R29;c2=int:256;r6=R24;c3=func@73736;r7=R1","benchmark_awfy_richards_noopt",2665
143,9300,1,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | IEQ_REG_REG_INT(r1,r5,c1)","r1=R27;r2=R24;r3=R23;r4=R25;r5=R0;c1=int:0","benchmark_awfy_richards_noopt",2520
144,9300,1,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c1,c2,r2,r6,c3) | IGETUNLINK_REG_REG(r7,r2) | UNLINK_REG(r4)","r1=R16;r2=R27;r3=R14;r4=R25;r5=R29;c1=int:5;c2=int:6;r6=R30;c3=int:1;r7=R4","benchmark_awfy_richards_noopt",2385
145,9300,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IADD_REG_REG_INT(r5,r6,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1)","r1=R26;r2=R29;c1=int:14;r3=R27;r4=R4;c2=int:0;r5=R25;r6=R0;c3=int:1","benchmark_awfy_richards_noopt",2656
146,9300,4,1,10,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c3) | MINLINKATTR1_REG_REG_REG_INT(r6,r5,r7,c2)","r1=R25;r2=R29;c1=int:14;r3=R26;r4=R1;c2=int:0;r5=R23;c3=int:10;r6=R24;r7=R4","benchmark_awfy_richards_noopt",2535
147,9300,1,1,9,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IADD_REG_REG_INT(r4,r5,c2) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | SETTP_REG_INT(r6,c3)","r1=R27;r2=R26;r3=R4;c1=int:0;r4=R25;r5=R0;c2=int:1;r6=R29;c3=int:256","benchmark_awfy_richards_noopt",2660
148,9300,4,1,9,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r7,c1) | IGETUNLINK_REG_REG(r1,r6)","r1=R26;r2=R25;r3=R1;c1=int:0;r4=R23;r5=R29;c2=int:10;r6=R24;r7=R4","benchmark_awfy_richards_noopt",2539
149,9300,1,1,11,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r6,c1,c2,r4,r7,c3) | IGETUNLINK_REG_REG(r8,r4)","r1=R13;r2=R25;r3=R16;r4=R27;r5=R14;r6=R29;c1=int:5;c2=int:6;r7=R30;c3=int:1;r8=R4","benchmark_awfy_richards_noopt",2382
150,9300,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | IEQ_REG_REG_INT(r2,r4,c1) | BRF_ID_REG(c2,r2)","r1=R23;r2=R27;r3=R25;r4=R0;c1=int:0;c2=label@2562","benchmark_awfy_richards_noopt",2523
151,9297,1,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | SETLINKATTR1_REG_REG_INT_REG_INT(r3,r2,c4,r5,c1)","r1=R1;r2=R2;c1=int:1;r3=R4;r4=R7;c2=int:21;r5=R5;c3=int:2;c4=int:6","benchmark_awfy_richards_noopt",1482
152,9297,1,1,8,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3) | SETLINKATTR1_REG_REG_INT_REG_INT(r4,r3,c1,r2,c4)","r1=R7;c1=int:6;r2=R3;r3=R4;c2=int:19;c3=int:2;r4=R2;c4=int:1","benchmark_awfy_richards_noopt",1462
153,9297,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETLINKATTR1_REG_REG_INT_REG_INT(r3,r4,c2,r1,c3) | UNLINK_REG(r1) | RET_REG(r3)","r1=R5;r2=R7;c1=int:2;r3=R4;r4=R2;c2=int:6;c3=int:1","benchmark_awfy_richards_noopt",1491
154,9297,1,1,8,candidate,"SETLINKATTR1_REG_REG_INT_REG_INT(r1,r2,c1,r3,c2) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2) | LINKATTR1_REG_REG_INT(r1,r5,c3)","r1=R2;r2=R4;c1=int:6;r3=R3;c2=int:1;r4=R1;r5=R7;c3=int:21","benchmark_awfy_richards_noopt",1474
155,9297,1,1,9,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r3,r5,c2) | LINKATTR1_REG_REG_INT(r6,r5,c3)","r1=R3;r2=R1;r3=R2;c1=int:1;r4=R4;r5=R7;c2=int:21;r6=R5;c3=int:2","benchmark_awfy_richards_noopt",1480
156,9297,1,1,7,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c3)","r1=R2;r2=R7;c1=int:6;r3=R3;r4=R4;c2=int:19;c3=int:2","benchmark_awfy_richards_noopt",1460
157,9296,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | SETTP_REG_INT(r2,c4) | CALL1_REG_FUNC_REG(r1,c5,r2)","r1=R6;r2=R10;c1=int:3;c2=int:6;r3=R8;r4=R11;c3=int:1;r5=R12;c4=int:256;c5=func@67024","benchmark_awfy_richards_noopt",2748
158,9294,1,1,12,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c4,r1) | SETTP_REG_INT(r2,c5) | CALL2_REG_FUNC_REG_REG(r5,c6,r2,r6)","r1=R6;r2=R10;c1=int:3;c2=int:6;r3=R8;r4=R11;c3=int:1;r5=R5;c4=int:0;c5=int:256;c6=func@73736;r6=R4","benchmark_awfy_richards_noopt",2725
159,8490,1,1,9,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r1,c3,c4,r3,r4,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c2,r2)","r1=R7;c1=int:18;c2=int:1;r2=R3;c3=int:23;c4=int:6;r3=R2;r4=R8;r5=R5","benchmark_awfy_richards_noopt",1105
160,8490,1,1,10,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c2,c3,r1,r5,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r1,c4,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c5,c3,r1,r5,c1)","r1=R5;r2=R2;c1=int:1;r3=R3;r4=R7;c2=int:25;c3=int:6;r5=R8;c4=int:0;c5=int:19","benchmark_awfy_richards_noopt",1119
161,8490,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c3,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r5,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r5,c5,r1)","r1=R3;r2=R7;c1=int:23;c2=int:6;r3=R2;r4=R8;c3=int:1;r5=R5;c4=int:25;c5=int:0","benchmark_awfy_richards_noopt",1111
162,8490,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c5,c4,r5,r4,c2)","c1=int:18;c2=int:1;r1=R3;r2=R7;c3=int:23;c4=int:6;r3=R2;r4=R8;r5=R5;c5=int:25","benchmark_awfy_richards_noopt",1107
163,6981,3,1,9,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2)","c1=label@2220;r1=R9;r2=R3;r3=R18;c2=int:10;r4=R8;r5=R19;c3=int:0;r6=R6","benchmark_awfy_richards_noopt",2202
164,6981,3,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | BR_ID(c3)","r1=R3;r2=R18;c1=int:10;r3=R8;r4=R19;c2=int:0;r5=R6;c3=label@2277","benchmark_awfy_richards_noopt",2205
165,6975,3,1,10,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c3) | LINKATTR1_REG_REG_INT(r6,r3,c4)","c1=label@2562;r1=R27;r2=R25;r3=R29;c2=int:14;r4=R26;r5=R1;c3=int:0;r6=R23;c4=int:10","benchmark_awfy_richards_noopt",2532
166,6975,3,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IGETUNLINK_REG_REG(r4,r1) | UNLINKN_REG_REG(r2,r4) | UNLINKBR_REG_ID(r5,c2)","r1=R24;r2=R23;r3=R4;c1=int:0;r4=R26;r5=R25;c2=label@2656","benchmark_awfy_richards_noopt",2548
167,5561,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | BRF_ID_REG(c5,r3) | LOAD_REG_INT(r5,c2)","c1=int:18;c2=int:1;r1=R3;r2=R7;c3=int:19;c4=int:6;r3=R2;r4=R8;c5=label@1173;r5=R5","benchmark_awfy_richards_noopt",1153
168,5007,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","c1=label@2022;r1=R4;r2=R2;r3=R9;c2=int:7;r4=R1;c3=int:2","benchmark_awfy_richards_noopt",1992
169,5007,1,1,7,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LOAD_REG_INT(r4,c3)","r1=R1;r2=R2;c1=int:2;r3=R9;c2=int:7;r4=R7;c3=int:4","benchmark_awfy_richards_noopt",1999
170,5007,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3) | IDIV_REG_REG_INT(r4,r2,c4)","r1=R4;c1=int:0;c2=label@2022;r2=R2;r3=R9;c3=int:7;r4=R1;c4=int:2","benchmark_awfy_richards_noopt",1988
171,5007,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3)","r1=R2;r2=R9;c1=int:7;r3=R1;c2=int:2","benchmark_awfy_richards_noopt",1995
172,5007,1,1,7,candidate,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R5;r2=R4;c1=int:0;c2=label@2022;r3=R2;r4=R9;c3=int:7","benchmark_awfy_richards_noopt",1986
173,5007,1,1,7,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LOAD_REG_INT(r4,c2) | SETTP_REG_INT(r2,c3)","r1=R2;r2=R9;c1=int:7;r3=R1;r4=R7;c2=int:4;c3=int:256","benchmark_awfy_richards_noopt",2003
174,4992,1,1,6,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2) | ISETATTR1_REG_INT_REG(r3,c3,r1)","r1=R5;r2=R6;c1=int:2;c2=int:53256;r3=R9;c3=int:7","benchmark_awfy_richards_noopt",2026
175,4992,1,1,7,candidate,"IXOR_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r2,c4)","r1=R5;c1=int:53256;r2=R9;c2=int:7;r3=R7;c3=int:5;c4=int:256","benchmark_awfy_richards_noopt",2032
176,4992,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IXOR_REG_REG_INT(r3,r3,c3)","r1=R6;r2=R9;c1=int:7;r3=R5;c2=int:2;c3=int:53256","benchmark_awfy_richards_noopt",2022
177,4992,1,1,7,candidate,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2) | LOAD_REG_INT(r4,c3)","r1=R6;r2=R5;c1=int:53256;r3=R9;c2=int:7;r4=R7;c3=int:5","benchmark_awfy_richards_noopt",2030
178,4654,1,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | SETTP_REG_INT(r3,c3) | CALL2_REG_FUNC_REG_REG(r4,c4,r3,r5)","r1=R9;r2=R26;c1=int:1;c2=label@1864;r3=R25;c3=int:256;r4=R8;c4=func@83584;r5=R1","benchmark_awfy_richards_noopt",1845
179,4652,2,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r6,c1)","r1=R9;r2=R7;c1=int:0;c2=label@2220;r3=R3;r4=R18;c3=int:10;r5=R8;r6=R19","benchmark_awfy_richards_noopt",2198
180,2327,1,1,12,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r6,r3,c2,c3,r7,r5,c4) | SETTP_REG_INT(r3,c5)","c1=label@2357;r1=R9;r2=R11;r3=R29;c2=int:5;c3=int:6;r4=R10;r5=R30;c4=int:1;r6=R18;r7=R17;c5=int:256","benchmark_awfy_richards_noopt",2320
181,2327,1,1,11,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINKN_REG_REG(r2,r3) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c3,c4,r6,r7,c1)","r1=R9;r2=R7;c1=int:1;r3=R8;c2=label@2357;r4=R11;r5=R29;c3=int:5;c4=int:6;r6=R10;r7=R30","benchmark_awfy_richards_noopt",2313
182,2327,1,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINLINKATTR1_REG_REG_REG_INT(r1,r3,r5,c2)","r1=R7;r2=R5;r3=R6;r4=R18;c1=int:14;r5=R19;c2=int:0","benchmark_awfy_richards_noopt",2117
183,2327,1,1,6,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r1,c2) | IGT_REG_REG_REG(r4,r2,r1)","r1=R5;r2=R7;c1=int:0;r3=R6;c2=int:3;r4=R4","benchmark_awfy_richards_noopt",2132
184,2327,1,1,10,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3) | LINKATTR1_REG_REG_INT(r5,r6,c4)","r1=R6;r2=R8;c1=int:1;r3=R9;r4=R7;c2=int:0;c3=label@2220;r5=R3;r6=R18;c4=int:10","benchmark_awfy_richards_noopt",2194
185,2327,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINKN_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r4,r2,c2)","r1=R5;r2=R18;c1=int:27;r3=R7;r4=R6;c2=int:14","benchmark_awfy_richards_noopt",2113
186,2327,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c2,r1) | LOAD_REG_INT(r3,c2)","r1=R6;r2=R18;c1=int:14;r3=R7;r4=R19;c2=int:0;r5=R5","benchmark_awfy_richards_noopt",2123
187,2327,1,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | INC_REG(r6)","r1=R16;r2=R18;c1=int:13;r3=R15;r4=R19;c2=int:0;r5=R6;r6=R7","benchmark_awfy_richards_noopt",2264
188,2327,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R5;c1=int:3;r2=R4;r3=R7;c2=label@2281;r4=R2;r5=R18;c3=int:26","benchmark_awfy_richards_noopt",2140
189,2327,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R7;c1=int:0;r2=R5;c2=int:3;r3=R4;c3=label@2281","benchmark_awfy_richards_noopt",2137
190,2327,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r4,c2)","r1=R7;r2=R6;r3=R19;c1=int:0;r4=R5;c2=int:3","benchmark_awfy_richards_noopt",2127
191,2327,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | INC_REG(r5) | BR_ID(c2)","r1=R15;r2=R16;r3=R19;c1=int:0;r4=R6;r5=R7;c2=label@2143","benchmark_awfy_richards_noopt",2268
192,2327,1,1,8,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | IEQ_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1) | SETTP_REG_INT(r3,c5)","c1=int:18;c2=int:1;r1=R2;r2=R19;c3=int:0;c4=label@2075;r3=R18;c5=int:256","benchmark_awfy_richards_noopt",2055
193,2327,1,1,13,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c2,c3,r6,r7,c4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r8,r5,c2,c3,r9,r7,c4)","r1=R7;r2=R8;c1=label@2357;r3=R9;r4=R11;r5=R29;c2=int:5;c3=int:6;r6=R10;r7=R30;c4=int:1;r8=R18;r9=R17","benchmark_awfy_richards_noopt",2317
194,2327,1,1,7,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r1,r2,r4,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r1,c2,r2)","r1=R7;r2=R6;r3=R18;c1=int:14;r4=R19;c2=int:0;r5=R5","benchmark_awfy_richards_noopt",2120
195,2325,1,1,14,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKATTR1_REG_REG_INT(r6,r3,c5) | MINLINKATTR1_REG_REG_REG_INT(r7,r6,r8,c6)","c1=label@2474;r1=R27;r2=R24;r3=R29;c2=int:5;c3=int:6;r4=R26;r5=R30;c4=int:1;r6=R22;c5=int:17;r7=R23;r8=R4;c6=int:0","benchmark_awfy_richards_noopt",2436
196,2325,1,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | LINKATTR1_REG_REG_INT(r5,r6,c1)","r1=R12;r2=R10;r3=R9;r4=R11;r5=R26;r6=R29;c1=int:14","benchmark_awfy_richards_noopt",2648
197,2325,1,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | SETTP_REG_INT(r5,c1)","r1=R26;r2=R23;r3=R22;r4=R24;r5=R29;c1=int:256","benchmark_awfy_richards_noopt",2456
198,2325,1,1,13,candidate,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c3,c4,r5,r6,c5) | LINKATTR1_REG_REG_INT(r7,r4,c6)","r1=R27;r2=R0;c1=int:4;c2=label@2474;r3=R24;r4=R29;c3=int:5;c4=int:6;r5=R26;r6=R30;c5=int:1;r7=R22;c6=int:17","benchmark_awfy_richards_noopt",2432
199,2325,1,1,9,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r7,c2)","r1=R9;r2=R12;r3=R11;r4=R26;r5=R29;c1=int:14;r6=R27;r7=R4;c2=int:0","benchmark_awfy_richards_noopt",2651
200,2325,1,1,8,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | SETTP_REG_INT(r4,c1) | CALL2_REG_FUNC_REG_REG(r5,c2,r4,r6)","r1=R22;r2=R26;r3=R24;r4=R29;c1=int:256;r5=R23;c2=func@73736;r6=R4","benchmark_awfy_richards_noopt",2459
201,2325,1,1,7,candidate,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r1,r4,c3)","r1=R25;r2=R27;r3=R0;c1=int:0;c2=label@2562;r4=R29;c3=int:14","benchmark_awfy_richards_noopt",2526
202,2325,1,1,11,candidate,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c3,c4,r1,r6,c5)","r1=R26;r2=R27;r3=R0;c1=int:4;c2=label@2474;r4=R24;r5=R29;c3=int:5;c4=int:6;r6=R30;c5=int:1","benchmark_awfy_richards_noopt",2430
203,2325,1,1,10,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c2) | IADD_REG_REG_INT(r6,r7,c3)","r1=R11;r2=R26;r3=R29;c1=int:14;r4=R27;r5=R4;c2=int:0;r6=R25;r7=R0;c3=int:1","benchmark_awfy_richards_noopt",2654
204,1521,2,1,7,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3)","r1=R5;c1=label@2097;r2=R4;r3=R2;c2=int:3;r4=R18;c3=int:27","benchmark_awfy_richards_noopt",2083
205,1164,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | BR_ID(c4)","c1=label@2097;r1=R4;r2=R2;c2=int:3;r3=R18;c3=int:27;c4=label@2104","benchmark_awfy_richards_noopt",2085
206,1164,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R4;r2=R5;c1=int:2;c2=label@2097;r3=R2;c3=int:3","benchmark_awfy_richards_noopt",2079
207,1163,1,1,8,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r1,c1)","r1=R18;c1=int:27;r2=R7;r3=R6;c2=int:15;r4=R19;c3=int:0;r5=R5","benchmark_awfy_richards_noopt",2100
208,1163,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3) | MINLINKATTR1_REG_REG_REG_INT(r1,r3,r4,c4)","r1=R7;c1=int:2;r2=R18;c2=int:27;r3=R6;c3=int:15;r4=R19;c4=int:0","benchmark_awfy_richards_noopt",2097
209,357,1,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | LINKATTR1_REG_REG_INT(r2,r3,c3)","c1=label@2184;r1=R3;r2=R9;c2=int:1;r3=R18;c3=int:26","benchmark_awfy_richards_noopt",2174
210,357,1,1,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R3;r2=R8;c1=int:26;c2=label@2184;r3=R9;c3=int:1","benchmark_awfy_richards_noopt",2168
211,357,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | IADD_REG_REG_INT(r3,r2,c2) | UNLINK_REG(r2)","r1=R18;c1=int:26;r2=R9;r3=R8;c2=int:65","benchmark_awfy_richards_noopt",2180
212,357,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c3)","r1=R9;c1=int:1;r2=R18;c2=int:26;r3=R8;c3=int:65","benchmark_awfy_richards_noopt",2177
