rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,165076,5,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINKN_REG_REG(r2,r3) | BRF_ID_REG(c2,r1)","r1=R5;r2=R7;c1=int:0;r3=R12;c2=label@2939","benchmark_awfy_richards_opt",2862
180,8490,1,1,9,candidate,"COPY_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r1,c1,c2,r4,r5,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r6,r4,c3,r3)","r1=R13;r2=R63;r3=R9;c1=int:23;c2=int:6;r4=R11;r5=R64;c3=int:1;r6=R6","benchmark_awfy_richards_opt",3192
181,8490,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | COPY_REG_REG(r4,r5) | IEQ_REG_REG_INT(r2,r6,c1)","r1=R6;r2=R11;c1=int:0;r3=R9;r4=R63;r5=R13;r6=R64","benchmark_awfy_richards_opt",3229
182,8490,1,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c2,c3,r2,r5,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c4,r3)","r1=R6;r2=R11;c1=int:1;r3=R9;r4=R13;c2=int:25;c3=int:6;r5=R64;c4=int:0","benchmark_awfy_richards_opt",3203
183,8487,1,1,7,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r7)","r1=R18;r2=R21;r3=R16;r4=R10;r5=R8;r6=R23;r7=R11","benchmark_awfy_richards_opt",2967
184,8487,1,1,7,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R7;r2=R19;r3=R18;r4=R21;r5=R16;r6=R10;r7=R8","benchmark_awfy_richards_opt",2964
185,6981,3,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | BR_ID(c2)","r1=R7;r2=R6;r3=R1;c1=int:0;r4=R20;c2=label@3700","benchmark_awfy_richards_opt",3632
186,6975,3,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINKBR_REG_ID(r4,c1)","r1=R48;r2=R46;r3=R45;r4=R47;c1=label@4175","benchmark_awfy_richards_opt",4072
187,5561,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_INT(r4,r3,c3)","c1=label@6893;r1=R7;r2=R9;r3=R14;c2=int:21;r4=R4;c3=int:2","benchmark_awfy_richards_opt",6865
188,5007,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3)","c1=label@3397;r1=R9;r2=R7;r3=R17;c2=int:7;r4=R6;c3=int:2","benchmark_awfy_richards_opt",3361
189,5007,1,1,5,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1)","r1=R6;r2=R7;c1=int:2;r3=R17;c2=int:7","benchmark_awfy_richards_opt",3368
190,5007,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3)","r1=R9;c1=int:0;c2=label@3397;r2=R7;r3=R17;c3=int:7","benchmark_awfy_richards_opt",3357
191,5007,1,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LOAD_REG_INT(r4,c2)","r1=R7;r2=R17;c1=int:7;r3=R6;r4=R22;c2=int:4","benchmark_awfy_richards_opt",3372
192,4992,1,1,4,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2)","r1=R20;r2=R21;c1=int:2;c2=int:53256","benchmark_awfy_richards_opt",3401
193,4992,1,1,6,candidate,"IXOR_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c3)","r1=R20;c1=int:53256;r2=R17;c2=int:7;r3=R22;c3=int:5","benchmark_awfy_richards_opt",3407
194,4992,1,1,5,candidate,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2)","r1=R21;r2=R20;c1=int:53256;r3=R17;c2=int:7","benchmark_awfy_richards_opt",3405
195,3140,1,1,6,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5)","c1=label@2971;r1=R12;r2=R9;r3=R3;r4=R23;r5=R11","benchmark_awfy_richards_opt",2923
196,3140,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | ICOPY_REG_REG(r4,r5)","r1=R16;r2=R14;c1=label@2971;r3=R12;r4=R9;r5=R3","benchmark_awfy_richards_opt",2920
197,2330,4,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R4;r2=R1;r3=R3;r4=R6;c1=int:24","benchmark_awfy_richards_opt",360
198,2327,1,1,11,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r6,r3,c2,c3,r7,r5,c4)","c1=label@3798;r1=R20;r2=R8;r3=R38;c2=int:5;c3=int:6;r4=R10;r5=R64;c4=int:1;r6=R40;r7=R39","benchmark_awfy_richards_opt",3761
199,2327,1,1,5,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r1,c2)","r1=R10;r2=R22;c1=int:0;r3=R20;c2=int:3","benchmark_awfy_richards_opt",3555
200,2327,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2)","r1=R10;c1=int:3;r2=R9;r3=R22;c2=label@3703","benchmark_awfy_richards_opt",3563
201,2327,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2)","r1=R22;c1=int:0;r2=R10;c2=int:3;r3=R9","benchmark_awfy_richards_opt",3560
202,2327,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LOAD_REG_INT(r1,c1)","r1=R22;r2=R20;r3=R1;c1=int:0;r4=R10","benchmark_awfy_richards_opt",3550
203,2327,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | BCTP_ID_REG(c2,r5)","r1=R32;r2=R33;r3=R1;c1=int:0;r4=R20;c2=label@3566;r5=R22","benchmark_awfy_richards_opt",3691
204,2327,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | BR_ID(c1)","r1=R39;r2=R40;r3=R10;r4=R42;r5=R8;c1=label@3830","benchmark_awfy_richards_opt",3789
205,2327,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r1,r2,r4,c2)","r1=R22;r2=R20;r3=R25;c1=int:14;r4=R1;c2=int:0","benchmark_awfy_richards_opt",3543
206,2325,1,1,11,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKATTR1_REG_REG_INT(r6,r3,c5)","c1=label@3957;r1=R49;r2=R46;r3=R38;c2=int:5;c3=int:6;r4=R48;r5=R64;c4=int:1;r6=R44;c5=int:17","benchmark_awfy_richards_opt",3913
207,2325,1,1,11,candidate,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c3,c4,r5,r6,c5)","r1=R49;r2=R31;c1=int:4;c2=label@3957;r3=R46;r4=R38;c3=int:5;c4=int:6;r5=R48;r6=R64;c5=int:1","benchmark_awfy_richards_opt",3909
208,2325,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R7;r2=R10;r3=R9;r4=R48;r5=R38;c1=int:14","benchmark_awfy_richards_opt",4170
209,2325,1,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | SETTP_REG_INT(r4,c1)","r1=R44;r2=R48;r3=R46;r4=R38;c1=int:256","benchmark_awfy_richards_opt",3936
210,2325,1,1,7,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c2)","r1=R9;r2=R48;r3=R38;c1=int:14;r4=R49;r5=R29;c2=int:0","benchmark_awfy_richards_opt",4173
211,2325,1,1,6,candidate,"UNLINK_REG(r1) | SETTP_REG_INT(r2,c1) | CALL2_REG_FUNC_REG_REG(r3,c2,r2,r4)","r1=R46;r2=R38;c1=int:256;r3=R35;c2=func@98904;r4=R29","benchmark_awfy_richards_opt",3939
212,1521,2,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2)","c1=label@3520;r1=R20;r2=R9;c2=int:3;r3=R25;c3=int:27","benchmark_awfy_richards_opt",3508
213,1521,2,1,5,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2)","r1=R22;c1=label@3520;r2=R20;r3=R9;c2=int:3","benchmark_awfy_richards_opt",3506
214,1164,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | BR_ID(c3)","r1=R9;c1=int:3;r2=R25;c2=int:27;c3=label@3527","benchmark_awfy_richards_opt",3511
215,1163,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3)","r1=R7;c1=int:2;r2=R25;c2=int:27;r3=R20;c3=int:15","benchmark_awfy_richards_opt",3520
216,357,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2)","r1=R25;c1=int:26;r2=R5;r3=R8;r4=R7;c2=int:65","benchmark_awfy_richards_opt",3603
217,357,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R5;c1=int:1;r2=R25;c2=int:26;r3=R8","benchmark_awfy_richards_opt",3600
218,340,1,1,7,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2)","c1=label@2163;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17","benchmark_awfy_richards_opt",2141
219,340,1,1,4,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3) | BR_ID(c1)","r1=R0;r2=R6;r3=R5;c1=label@2137","benchmark_awfy_richards_opt",2156
220,340,1,1,5,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2)","r1=R7;r2=R0;c1=int:0;c2=label@2163;r3=R1","benchmark_awfy_richards_opt",2137
221,340,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IGETUNLINK_REG_REG(r4,r3)","r1=R5;r2=R9;c1=int:17;r3=R6;r4=R0;c2=int:0","benchmark_awfy_richards_opt",2147
222,340,1,1,4,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINK_REG(r2)","r1=R6;r2=R5;r3=R0;c1=int:0","benchmark_awfy_richards_opt",2151
223,64,48,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r1,r3,c3)","r1=R4;r2=R11;c1=int:17;r3=R13;c2=int:9;r4=R12;c3=int:0","benchmark_awfy_richards_opt",473
224,64,48,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1)","r1=R13;r2=R11;c1=int:9;r3=R12;r4=R4;c2=int:0","benchmark_awfy_richards_opt",477
225,45,35,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R14","benchmark_awfy_richards_opt",481
226,16,16,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R3;r2=R6;c1=int:21;c2=int:6;r3=R4;c3=int:1","benchmark_awfy_richards_opt",345
227,13,13,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;c3=int:0","benchmark_awfy_richards_opt",370
228,12,6,1,7,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r5,r4,c2)","r1=R13;r2=R10;r3=R12;r4=R19;c1=int:15;r5=R17;c2=int:9","benchmark_awfy_richards_opt",675
229,12,4,1,9,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3)","r1=R10;r2=R14;r3=R8;r4=R12;c1=int:20;c2=int:6;r5=R13;c3=int:1;r6=R15","benchmark_awfy_richards_opt",1851
230,12,4,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r3,r4,c3)","r1=R8;r2=R12;c1=int:24;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R14;c4=int:20","benchmark_awfy_richards_opt",1843
231,12,6,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ISETUNLINKN_REG_REG_REG(r1,r4,r2)","r1=R13;r2=R12;r3=R17;c1=int:0;r4=R10","benchmark_awfy_richards_opt",668
232,12,6,1,6,candidate,"UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r2,r3,r4) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R17;r2=R13;r3=R10;r4=R12;r5=R19;c1=int:15","benchmark_awfy_richards_opt",673
233,10,10,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3)","r1=R1;r2=R4;c1=int:0;r3=R3;r4=R6;c2=int:20;c3=int:6","benchmark_awfy_richards_opt",377
234,10,10,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r4,c3)","r1=R4;r2=R3;c1=int:1;r3=R1;c2=int:0;r4=R6;c3=int:20","benchmark_awfy_richards_opt",373
235,8,6,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_INT(r1,r4,c3)","r1=R17;r2=R12;c1=int:0;r3=R4;r4=R11;c2=int:10;c3=int:9","benchmark_awfy_richards_opt",548
236,8,8,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2)","r1=R8;c1=int:2;r2=R9;c2=int:0;c3=int:1","benchmark_awfy_richards_opt",90
237,8,6,1,7,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r3,r5,c2)","r1=R13;r2=R17;r3=R12;c1=int:0;r4=R4;r5=R11;c2=int:10","benchmark_awfy_richards_opt",546
238,7,7,1,5,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1)","r1=R55;r2=R6;r3=R11;r4=R12;c1=int:9","benchmark_awfy_richards_opt",453
239,7,7,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R15;c2=int:1","benchmark_awfy_richards_opt",501
240,5,5,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r3)","r1=R10;r2=R17;r3=R55;r4=R11;r5=R19","benchmark_awfy_richards_opt",637
241,5,3,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1)","r1=R11;c1=int:9;r2=R13;r3=R4;c2=int:17","benchmark_awfy_richards_opt",469
242,5,5,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c3)","r1=R9;c1=int:-1;r2=R8;c2=int:2;c3=int:0","benchmark_awfy_richards_opt",87
243,4,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2)","r1=R9;c1=int:0;r2=R8;c2=int:26;r3=R4","benchmark_awfy_richards_opt",143
244,4,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R2;c1=int:0;r2=R1;r3=R6;c2=int:1","benchmark_awfy_richards_opt",58
245,3,1,1,8,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r1,c3,c4,r3,r4,c2)","r1=R12;c1=int:18;c2=int:1;r2=R8;c3=int:21;c4=int:6;r3=R7;r4=R13","benchmark_awfy_richards_opt",1819
246,3,3,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SETATTRS_REG_INT(r3,c2)","r1=R6;r2=R55;r3=R3;c1=int:21;c2=int:6","benchmark_awfy_richards_opt",342
247,3,1,1,8,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r2,r5,c3)","r1=R7;r2=R10;r3=R8;r4=R12;c1=int:24;c2=int:6;r5=R13;c3=int:1","benchmark_awfy_richards_opt",1837
248,3,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | RET_REG(r4)","r1=R4;r2=R6;c1=int:0;r3=R5;r4=R7;r5=R9;c2=int:9","benchmark_awfy_richards_opt",2080
249,3,3,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c1)","r1=R19;c1=int:9;r2=R12;c2=int:17;r3=R17","benchmark_awfy_richards_opt",656
250,3,1,1,6,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | ISETATTR1_REG_INT_REG(r4,c1,r5) | RET()","r1=R10;r2=R18;r3=R8;r4=R12;c1=int:22;r5=R13","benchmark_awfy_richards_opt",1899
251,3,3,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | IGETUNLINK_REG_REG(r1,r3)","r1=R4;r2=R3;c1=int:1;r3=R1;r4=R6;c2=int:22","benchmark_awfy_richards_opt",352
252,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | ISETATTR1_REG_INT_REG(r2,c4,r4)","r1=R8;r2=R12;c1=int:19;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R18;c4=int:22","benchmark_awfy_richards_opt",1891
253,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r2,c4) | IGETUNLINK_REG_REG(r3,r5)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R7;r4=R13;c3=int:1;r5=R10;c4=int:22","benchmark_awfy_richards_opt",1825
254,3,3,1,4,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1)","r1=R9;c1=int:0;r2=R8;c2=int:1","benchmark_awfy_richards_opt",94
255,3,3,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c3,r4,c4,r5)","r1=R50;c1=int:1;r2=R51;c2=int:0;r3=R44;c3=int:7;r4=R55;c4=int:256;r5=R45","benchmark_awfy_richards_opt",1670
256,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1)","r1=R46;c1=int:0;r2=R47;c2=int:5;r3=R48","benchmark_awfy_richards_opt",1610
257,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2)","r1=R47;c1=int:3000;r2=R49;c2=int:1;r3=R50","benchmark_awfy_richards_opt",1664
258,3,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R46;c1=int:3;r2=R47;c2=int:3000;r3=R49;c3=int:1","benchmark_awfy_richards_opt",1661
259,3,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R47;c1=int:5;r2=R48;c2=int:0;r3=R55;c3=int:256","benchmark_awfy_richards_opt",1613
260,3,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | IADD_REG_REG_INT(r3,r1,c2)","c1=int:18;c2=int:1;r1=R5;r2=R9;c3=int:9;r3=R6","benchmark_awfy_richards_opt",1910
261,3,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c5)","c1=int:18;c2=int:1;r1=R8;r2=R12;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_opt",1821
262,3,3,1,7,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;r4=R6;c3=int:22","benchmark_awfy_richards_opt",349
263,3,3,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2)","r1=R4;r2=R3;r3=R6;c1=int:24;c2=int:6","benchmark_awfy_richards_opt",363
264,3,1,1,9,candidate,"UNLINKN_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2)","r1=R7;r2=R8;r3=R12;c1=int:24;c2=int:6;r4=R10;r5=R13;c3=int:1;r6=R14","benchmark_awfy_richards_opt",1840
265,3,3,1,5,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R13;r2=R19;c1=int:9;r3=R12;c2=int:17","benchmark_awfy_richards_opt",654
266,2,2,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3)","r1=R24;r2=R21;c1=int:0;r3=R17;c2=int:1;r4=R22;c3=int:22","benchmark_awfy_richards_opt",925
267,2,2,1,4,candidate,"INE_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R50;r2=R51;c1=int:23246;c2=label@1778","benchmark_awfy_richards_opt",1767
268,2,2,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | COPY_REG_REG(r4,r3)","r1=R6;c1=int:22;r2=R3;r3=R55;r4=R11","benchmark_awfy_richards_opt",449
269,2,2,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R17;c1=int:2;r2=R18;r3=R22;c2=int:23","benchmark_awfy_richards_opt",876
270,2,2,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R10;r2=R4;c1=int:18;r3=R2","benchmark_awfy_richards_opt",160
271,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LOAD_REG_INT(r2,c3)","r1=R21;r2=R17;c1=int:2;r3=R24;c2=int:0;c3=int:1","benchmark_awfy_richards_opt",921
272,2,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | INE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R51;r2=R55;c1=int:18;r3=R50;c2=int:23246","benchmark_awfy_richards_opt",1763
